"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","FAL_n","wFAL_n","fal"
86853,"Myotis nattereri","male",49.4344232308614,6.09848331175861,40,40,2,2,39
86853,"Plecotus auritus","female",49.4344232308614,6.09848331175861,39.5,39.5,2,2,39
86853,"Plecotus auritus","male",49.4344232308614,6.09848331175861,39.05,39.05,8,8,39
86853,"Rhinolophus ferrumequinum","female",49.4344232308614,6.09848331175861,55,55,2,2,58.4
86853,"Rhinolophus ferrumequinum","male",49.4344232308614,6.09848331175861,56.6,56.6,2,2,58.4
87034,"Eptesicus serotinus","female",47.124038237296,28.8447925065088,54.18,54.18,1,1,53
87034,"Myotis bechsteinii","female",47.124038237296,28.8447925065088,41.675,41.675,2,2,43
87034,"Myotis bechsteinii","male",47.124038237296,28.8447925065088,40.57,40.57,1,1,43
87035,"Myotis bechsteinii","male",47.0927325469937,28.9608154794793,42.4,42.4,1,1,43
87252,"Myotis nattereri","female",49.2109736767755,1.97890056402947,37.775,37.775,4,4,39
87252,"Myotis nattereri","male",49.2109736767755,1.97890056402947,37.9666666666667,37.9666666666667,3,3,39
87252,"Pipistrellus kuhlii","female",49.2109736767755,1.97890056402947,32.7,32.7,1,1,33.8
87253,"Pipistrellus pipistrellus","female",49.2242527555437,2.10633232769151,31.7,31.7,1,1,30.5
87253,"Pipistrellus pipistrellus","male",49.2242527555437,2.10633232769151,31.5,31.5,4,4,30.5
87282,"Myotis emarginatus","male",49.5165354594346,5.83111030554698,39,39,1,1,40.4
87283,"Eptesicus serotinus","female",49.5233936886834,5.96036645189911,52.2,52.2,2,2,53
87283,"Eptesicus serotinus","male",49.5233936886834,5.96036645189911,50.6875,50.6875,8,8,53
87283,"Myotis bechsteinii","female",49.5233936886834,5.96036645189911,42.38,42.38,5,5,43
87283,"Myotis bechsteinii","male",49.5233936886834,5.96036645189911,42.35,42.35,6,6,43
87283,"Myotis emarginatus","female",49.5233936886834,5.96036645189911,40.05,40.05,2,2,40.4
87283,"Myotis emarginatus","male",49.5233936886834,5.96036645189911,39.375,39.375,4,4,40.4
87283,"Myotis mystacinus","female",49.5233936886834,5.96036645189911,33.5666666666667,33.5666666666667,3,3,34
87283,"Myotis mystacinus","male",49.5233936886834,5.96036645189911,33.975,33.975,12,12,34
87283,"Myotis nattereri","male",49.5233936886834,5.96036645189911,39.6125,39.6125,8,8,39
87283,"Pipistrellus pipistrellus","female",49.5233936886834,5.96036645189911,31.6875,31.6875,8,8,30.5
87283,"Pipistrellus pipistrellus","male",49.5233936886834,5.96036645189911,31.7545454545455,31.7545454545455,11,11,30.5
87283,"Plecotus auritus","female",49.5233936886834,5.96036645189911,40.5666666666667,40.5666666666667,3,3,39
87283,"Plecotus auritus","male",49.5233936886834,5.96036645189911,37.9,37.9,2,2,39
87284,"Eptesicus serotinus","male",49.5300360967905,6.08966379729398,54.4,54.4,1,1,53
87284,"Myotis bechsteinii","female",49.5300360967905,6.08966379729398,43.675,43.675,16,16,43
87284,"Myotis mystacinus","female",49.5300360967905,6.08966379729398,34.3,34.3,2,2,34
87284,"Myotis mystacinus","male",49.5300360967905,6.08966379729398,33,33,2,2,34
87284,"Pipistrellus pipistrellus","female",49.5300360967905,6.08966379729398,31.64,31.64,5,5,30.5
87284,"Pipistrellus pipistrellus","male",49.5300360967905,6.08966379729398,32.5,32.5,1,1,30.5
87284,"Plecotus auritus","female",49.5300360967905,6.08966379729398,39.3,39.3,3,3,39
87284,"Plecotus auritus","male",49.5300360967905,6.08966379729398,38.14,38.14,5,5,39
87723,"Pipistrellus pipistrellus","female",49.6120902282604,5.82166912505317,32,32,1,1,30.5
87724,"Myotis bechsteinii","female",49.6189617435331,5.95121601376272,43.0173913043478,43.0173913043478,23,23,43
87724,"Myotis bechsteinii","male",49.6189617435331,5.95121601376272,41.78,41.78,5,5,43
87724,"Myotis emarginatus","male",49.6189617435331,5.95121601376272,39.4,39.4,2,2,40.4
87724,"Pipistrellus pipistrellus","female",49.6189617435331,5.95121601376272,31.5666666666667,31.5666666666667,3,3,30.5
87724,"Pipistrellus pipistrellus","male",49.6189617435331,5.95121601376272,31.675,31.675,4,4,30.5
87724,"Plecotus auritus","female",49.6189617435331,5.95121601376272,38.5,38.5,1,1,39
87724,"Plecotus auritus","male",49.6189617435331,5.95121601376272,39.25,39.25,2,2,39
87725,"Myotis bechsteinii","female",49.6256170244537,6.08080438119574,43.4923076923077,43.4923076923077,13,13,43
87725,"Myotis bechsteinii","male",49.6256170244537,6.08080438119574,42.5,42.5,3,3,43
87725,"Myotis mystacinus","female",49.6256170244537,6.08080438119574,33.8,33.8,4,4,34
87725,"Myotis nattereri","male",49.6256170244537,6.08080438119574,38.25,38.25,4,4,39
87725,"Plecotus auritus","male",49.6256170244537,6.08080438119574,39,39,2,2,39
87726,"Eptesicus serotinus","male",49.6320559834852,6.21043292083871,51.4,51.4,1,1,53
87726,"Myotis bechsteinii","female",49.6320559834852,6.21043292083871,44.3,44.3,2,2,43
87726,"Myotis bechsteinii","male",49.6320559834852,6.21043292083871,41.675,41.675,4,4,43
87726,"Myotis nattereri","female",49.6320559834852,6.21043292083871,39.35,39.35,4,4,39
87726,"Myotis nattereri","male",49.6320559834852,6.21043292083871,39.95,39.95,2,2,39
87726,"Pipistrellus pipistrellus","male",49.6320559834852,6.21043292083871,32.8,32.8,1,1,30.5
87727,"Myotis bechsteinii","female",49.6382785358912,6.34010032371937,43.5,43.5,1,1,43
87727,"Myotis bechsteinii","male",49.6382785358912,6.34010032371937,41.8333333333333,41.8333333333333,3,3,43
87727,"Myotis nattereri","female",49.6382785358912,6.34010032371937,39.75,39.75,2,2,39
87727,"Rhinolophus ferrumequinum","male",49.6382785358912,6.34010032371937,57.9,57.9,1,1,58.4
87728,"Barbastella barbastellus","female",49.6442845997132,6.46980527849314,39,39,1,1,39
87728,"Barbastella barbastellus","male",49.6442845997132,6.46980527849314,39.1125,39.1125,8,8,39
87728,"Eptesicus serotinus","male",49.6442845997132,6.46980527849314,51.1571428571429,51.1571428571429,7,7,53
87728,"Myotis bechsteinii","male",49.6442845997132,6.46980527849314,41.675,41.675,12,12,43
87728,"Myotis emarginatus","male",49.6442845997132,6.46980527849314,39.15,39.15,8,8,40.4
87728,"Myotis mystacinus","male",49.6442845997132,6.46980527849314,34.6,34.6,4,4,34
87728,"Myotis nattereri","male",49.6442845997132,6.46980527849314,39.55,39.55,2,2,39
87728,"Plecotus auritus","female",49.6442845997132,6.46980527849314,40.7,40.7,2,2,39
87728,"Plecotus auritus","male",49.6442845997132,6.46980527849314,38.25,38.25,6,6,39
87728,"Plecotus austriacus","male",49.6442845997132,6.46980527849314,38.4,38.4,1,1,40
88178,"Eptesicus serotinus","male",49.7211661039045,6.07190479248016,51,51,1,1,53
88178,"Myotis bechsteinii","female",49.7211661039045,6.07190479248016,42,42,3,3,43
88178,"Myotis bechsteinii","male",49.7211661039045,6.07190479248016,41.7375,41.7375,8,8,43
88178,"Myotis emarginatus","female",49.7211661039045,6.07190479248016,39.025,39.025,8,8,40.4
88178,"Myotis emarginatus","male",49.7211661039045,6.07190479248016,38.6285714285714,38.6285714285714,7,7,40.4
88178,"Pipistrellus pipistrellus","female",49.7211661039045,6.07190479248016,32,32,2,2,30.5
88178,"Pipistrellus pipistrellus","male",49.7211661039045,6.07190479248016,32.5,32.5,1,1,30.5
88178,"Plecotus auritus","female",49.7211661039045,6.07190479248016,40.75,40.75,2,2,39
88178,"Plecotus auritus","male",49.7211661039045,6.07190479248016,40.2666666666667,40.2666666666667,3,3,39
88179,"Eptesicus serotinus","female",49.7276175847488,6.20182593410956,57.9,57.9,1,1,53
88179,"Myotis bechsteinii","male",49.7276175847488,6.20182593410956,41.9,41.9,2,2,43
88179,"Myotis nattereri","male",49.7276175847488,6.20182593410956,42.5,42.5,1,1,39
88179,"Pipistrellus pipistrellus","female",49.7276175847488,6.20182593410956,31.5,31.5,2,2,30.5
88179,"Pipistrellus pipistrellus","male",49.7276175847488,6.20182593410956,30,30,1,1,30.5
88179,"Plecotus auritus","male",49.7276175847488,6.20182593410956,38.2666666666667,38.2666666666667,3,3,39
88180,"Myotis mystacinus","male",49.7338522424271,6.33178620358769,35.9,35.9,1,1,34
88181,"Eptesicus serotinus","female",49.7398699943836,6.46178428077426,53.6,53.6,1,1,53
88181,"Eptesicus serotinus","male",49.7398699943836,6.46178428077426,51.7666666666667,51.7666666666667,3,3,53
88181,"Myotis bechsteinii","female",49.7398699943836,6.46178428077426,41.9,41.9,1,1,43
88181,"Myotis bechsteinii","male",49.7398699943836,6.46178428077426,42.6,42.6,1,1,43
88181,"Myotis emarginatus","male",49.7398699943836,6.46178428077426,38.5,38.5,1,1,40.4
88181,"Myotis mystacinus","female",49.7398699943836,6.46178428077426,34.9333333333333,34.9333333333333,3,3,34
88181,"Myotis mystacinus","male",49.7398699943836,6.46178428077426,33.98,33.98,5,5,34
88181,"Pipistrellus pipistrellus","female",49.7398699943836,6.46178428077426,31.8588235294118,31.8588235294118,17,17,30.5
88181,"Pipistrellus pipistrellus","male",49.7398699943836,6.46178428077426,30.9,30.9,14,14,30.5
88181,"Plecotus auritus","female",49.7398699943836,6.46178428077426,38,38,1,1,39
88181,"Plecotus auritus","male",49.7398699943836,6.46178428077426,38,38,2,2,39
88181,"Plecotus austriacus","female",49.7398699943836,6.46178428077426,41.5,41.5,1,1,40
88181,"Plecotus austriacus","male",49.7398699943836,6.46178428077426,40.35,40.35,2,2,40
88181,"Rhinolophus ferrumequinum","female",49.7398699943836,6.46178428077426,58.5,58.5,1,1,58.4
88218,"Barbastella barbastellus","female",49.8095487743996,11.2860677102896,37.2,37.2,1,1,39
88218,"Barbastella barbastellus","male",49.8095487743996,11.2860677102896,37.8888888888889,37.8888888888889,9,9,39
88218,"Eptesicus nilssonii","female",49.8095487743996,11.2860677102896,41.685,41.685,4,4,40.5
88218,"Eptesicus nilssonii","male",49.8095487743996,11.2860677102896,40.2435294117647,40.2435294117647,17,17,40.5
88218,"Eptesicus serotinus","male",49.8095487743996,11.2860677102896,50.5725,50.5725,4,4,53
88218,"Myotis bechsteinii","male",49.8095487743996,11.2860677102896,42.48125,42.48125,8,8,43
88218,"Myotis mystacinus","male",49.8095487743996,11.2860677102896,33.852,33.852,5,5,34
88218,"Myotis nattereri","male",49.8095487743996,11.2860677102896,40.6042857142857,40.6042857142857,21,21,39
88218,"Pipistrellus pipistrellus","female",49.8095487743996,11.2860677102896,32.158,32.158,5,5,30.5
88218,"Pipistrellus pipistrellus","male",49.8095487743996,11.2860677102896,31.6425,31.6425,4,4,30.5
88218,"Plecotus auritus","female",49.8095487743996,11.2860677102896,40.36,40.36,2,2,39
88218,"Plecotus auritus","male",49.8095487743996,11.2860677102896,38.8838888888889,38.8838888888889,18,18,39
88633,"Myotis bechsteinii","female",49.8031039146071,5.80265812371431,45,45,1,1,43
88634,"Myotis bechsteinii","female",49.810002203258,5.93279041788641,45,45,1,1,43
88634,"Myotis nattereri","female",49.810002203258,5.93279041788641,38,38,1,1,39
88634,"Plecotus auritus","female",49.810002203258,5.93279041788641,38,38,1,1,39
88634,"Plecotus austriacus","female",49.810002203258,5.93279041788641,41.6,41.6,1,1,40
88636,"Myotis bechsteinii","male",49.8231474908479,6.19317981911758,40,40,1,1,43
88636,"Myotis mystacinus","female",49.8231474908479,6.19317981911758,35.6,35.6,1,1,34
88636,"Myotis nattereri","male",49.8231474908479,6.19317981911758,40.2,40.2,2,2,39
88636,"Plecotus auritus","male",49.8231474908479,6.19317981911758,37.5,37.5,2,2,39
88637,"Myotis bechsteinii","female",49.829394314974,6.32343427539803,43.15,43.15,6,6,43
88637,"Myotis bechsteinii","male",49.829394314974,6.32343427539803,41.55,41.55,4,4,43
88637,"Myotis emarginatus","female",49.829394314974,6.32343427539803,39.7230769230769,39.7230769230769,13,13,40.4
88637,"Myotis emarginatus","male",49.829394314974,6.32343427539803,38.995,38.995,20,20,40.4
88637,"Myotis mystacinus","female",49.829394314974,6.32343427539803,33.6,33.6,2,2,34
88637,"Myotis mystacinus","male",49.829394314974,6.32343427539803,33.6,33.6,1,1,34
88637,"Myotis nattereri","male",49.829394314974,6.32343427539803,39.45,39.45,2,2,39
88637,"Pipistrellus pipistrellus","female",49.829394314974,6.32343427539803,32.7,32.7,1,1,30.5
88637,"Pipistrellus pipistrellus","male",49.829394314974,6.32343427539803,32,32,3,3,30.5
88637,"Plecotus auritus","female",49.829394314974,6.32343427539803,39.35,39.35,2,2,39
88637,"Plecotus auritus","male",49.829394314974,6.32343427539803,37.1,37.1,4,4,39
88637,"Rhinolophus ferrumequinum","female",49.829394314974,6.32343427539803,56,56,2,2,58.4
88638,"Myotis bechsteinii","female",49.8354238141758,6.45372679748639,44.8,44.8,2,2,43
88638,"Myotis emarginatus","male",49.8354238141758,6.45372679748639,40.5,40.5,1,1,40.4
88638,"Myotis nattereri","male",49.8354238141758,6.45372679748639,39.5,39.5,1,1,39
89094,"Myotis bechsteinii","female",49.9121690770787,6.05398400102623,43.2,43.2,1,1,43
89094,"Myotis emarginatus","male",49.9121690770787,6.05398400102623,37,37,1,1,40.4
89094,"Myotis nattereri","male",49.9121690770787,6.05398400102623,40.2,40.2,1,1,39
89094,"Pipistrellus pipistrellus","female",49.9121690770787,6.05398400102623,32.7,32.7,1,1,30.5
89094,"Pipistrellus pipistrellus","male",49.9121690770787,6.05398400102623,32.05,32.05,2,2,30.5
89094,"Plecotus auritus","female",49.9121690770787,6.05398400102623,39.95,39.95,2,2,39
89094,"Plecotus auritus","male",49.9121690770787,6.05398400102623,37.7,37.7,1,1,39
89095,"Myotis bechsteinii","female",49.9186457917224,6.18449430884352,43.9,43.9,4,4,43
89095,"Myotis nattereri","female",49.9186457917224,6.18449430884352,37.6,37.6,1,1,39
89095,"Myotis nattereri","male",49.9186457917224,6.18449430884352,39.375,39.375,4,4,39
89095,"Pipistrellus pipistrellus","female",49.9186457917224,6.18449430884352,32.1,32.1,2,2,30.5
89095,"Pipistrellus pipistrellus","male",49.9186457917224,6.18449430884352,32.0125,32.0125,8,8,30.5
89095,"Plecotus auritus","female",49.9186457917224,6.18449430884352,39.85,39.85,2,2,39
89095,"Plecotus auritus","male",49.9186457917224,6.18449430884352,38.45,38.45,2,2,39
89095,"Plecotus austriacus","female",49.9186457917224,6.18449430884352,40.8,40.8,4,4,40
89095,"Plecotus austriacus","male",49.9186457917224,6.18449430884352,40,40,2,2,40
89490,"Myotis nattereri","female",49.1648020009077,-2.05899254112029,39.9,39.9,2,2,39
89490,"Myotis nattereri","male",49.1648020009077,-2.05899254112029,38.55,38.55,2,2,39
89490,"Pipistrellus pipistrellus","female",49.1648020009077,-2.05899254112029,32.2592592592593,32.2592592592593,27,27,30.5
89490,"Pipistrellus pipistrellus","male",49.1648020009077,-2.05899254112029,31.6307692307692,31.6307692307692,26,26,30.5
89490,"Plecotus auritus","male",49.1648020009077,-2.05899254112029,39.5,39.5,1,1,39
89551,"Myotis mystacinus","female",50.0076231495504,6.04496224394676,33.3,33.3,1,1,34
89551,"Pipistrellus pipistrellus","female",50.0076231495504,6.04496224394676,32.1,32.1,12,12,30.5
89551,"Pipistrellus pipistrellus","male",50.0076231495504,6.04496224394676,32.2,32.2,6,6,30.5
89551,"Plecotus auritus","female",50.0076231495504,6.04496224394676,40.6,40.6,1,1,39
89551,"Plecotus austriacus","female",50.0076231495504,6.04496224394676,42.9,42.9,1,1,40
89552,"Myotis bechsteinii","female",50.0141125770217,6.17576913380945,43.475,43.475,4,4,43
89552,"Myotis bechsteinii","male",50.0141125770217,6.17576913380945,42.25,42.25,4,4,43
89552,"Pipistrellus pipistrellus","male",50.0141125770217,6.17576913380945,31.5,31.5,1,1,30.5
89731,"Eptesicus serotinus","female",47.7032356858067,28.9680292582123,53.74,53.74,1,1,53
89731,"Eptesicus serotinus","male",47.7032356858067,28.9680292582123,51.17,51.17,1,1,53
89941,"Myotis nattereri","female",49.2384194138167,-2.21178014799195,38.6333333333333,38.6333333333333,6,6,39
89941,"Myotis nattereri","male",49.2384194138167,-2.21178014799195,39.7,39.7,2,2,39
89941,"Pipistrellus pipistrellus","female",49.2384194138167,-2.21178014799195,32.590243902439,32.590243902439,41,41,30.5
89941,"Pipistrellus pipistrellus","male",49.2384194138167,-2.21178014799195,31.8857142857143,31.8857142857143,35,35,30.5
89941,"Plecotus auritus","female",49.2384194138167,-2.21178014799195,39,39,2,2,39
89942,"Pipistrellus pipistrellus","female",49.2586042183025,-2.08590007175984,32.18,32.18,5,5,30.5
89942,"Pipistrellus pipistrellus","male",49.2586042183025,-2.08590007175984,32.15,32.15,6,6,30.5
90001,"Plecotus auritus","female",50.1030457313117,6.03589920551712,38.25,38.25,2,2,39
90001,"Plecotus austriacus","female",50.1030457313117,6.03589920551712,41,41,1,1,40
90002,"Myotis nattereri","male",50.1095479361339,6.16700402210103,39.3,39.3,2,2,39
90002,"Pipistrellus pipistrellus","female",50.1095479361339,6.16700402210103,31,31,1,1,30.5
90446,"Eptesicus serotinus","female",50.1984369110639,6.02679460222404,54.8,54.8,1,1,53
90446,"Myotis mystacinus","female",50.1984369110639,6.02679460222404,34.5,34.5,2,2,34
90446,"Myotis mystacinus","male",50.1984369110639,6.02679460222404,34.68,34.68,15,15,34
90446,"Myotis nattereri","female",50.1984369110639,6.02679460222404,40.46,40.46,5,5,39
90446,"Myotis nattereri","male",50.1984369110639,6.02679460222404,38.85,38.85,2,2,39
90446,"Pipistrellus pipistrellus","female",50.1984369110639,6.02679460222404,32.475,32.475,8,8,30.5
90446,"Pipistrellus pipistrellus","male",50.1984369110639,6.02679460222404,31.6928571428571,31.6928571428571,14,14,30.5
90446,"Plecotus auritus","female",50.1984369110639,6.02679460222404,39.4058823529412,39.4058823529412,17,17,39
90446,"Plecotus auritus","male",50.1984369110639,6.02679460222404,38.7,38.7,11,11,39
91415,"Myotis alcathoe","female",50.1931298855241,16.8447706696857,32.7501587301333,32.6482352940882,3,17,32
91415,"Myotis alcathoe","male",50.1931298855241,16.8447706696857,32.1638095238,32.1218181818,3,11,32
91415,"Myotis bechsteinii","female",50.1931298855241,16.8447706696857,43.9722222222333,43.9811764706,3,17,43
91415,"Myotis bechsteinii","male",50.1931298855241,16.8447706696857,43.216706349225,43.1380649188708,4,89,43
91415,"Myotis emarginatus","female",50.1931298855241,16.8447706696857,39.5216212946333,39.5188571428809,3,105,40.4
91415,"Myotis emarginatus","male",50.1931298855241,16.8447706696857,37.75976186665,38.0181818182239,4,176,40.4
91415,"Myotis mystacinus","female",50.1931298855241,16.8447706696857,33.62,33.62,1,9,34
91415,"Myotis mystacinus","male",50.1931298855241,16.8447706696857,33.45875,33.45875,2,8,34
91415,"Myotis nattereri","female",50.1931298855241,16.8447706696857,40.889678571425,40.9553201970345,4,29,39
91415,"Myotis nattereri","male",50.1931298855241,16.8447706696857,40.40180371455,40.332457912448,4,198,39
91415,"Plecotus auritus","female",50.1931298855241,16.8447706696857,40.4640350877333,40.4132558139721,3,43,39
91415,"Plecotus auritus","male",50.1931298855241,16.8447706696857,39.204386762375,39.2030421052767,4,150,39
93078,"Plecotus auritus","female",50.6167565616847,16.3798250325442,40.3147132034727,40.5137500000097,11,72,39
93078,"Plecotus auritus","male",50.6167565616847,16.3798250325442,39.0894642857125,39.1125641025538,8,39,39
93082,"Barbastella barbastellus","female",50.5725681135054,16.908124807349,40.3342857143,40.3342857143,1,36,39
93082,"Barbastella barbastellus","male",50.5725681135054,16.908124807349,39.5276595745,39.5276595745,1,48,39
93082,"Myotis bechsteinii","female",50.5725681135054,16.908124807349,44.5666666667,44.5666666667,1,3,43
93082,"Myotis bechsteinii","male",50.5725681135054,16.908124807349,42.5666666667,42.5666666667,1,6,43
93082,"Plecotus auritus","female",50.5725681135054,16.908124807349,39.3666666667,39.3666666667,1,3,39
93082,"Plecotus auritus","male",50.5725681135054,16.908124807349,39.54,39.54,1,5,39
93891,"Myotis mystacinus","female",50.8169969027496,16.2766737633218,33.35,33.35,1,2,34
93891,"Myotis mystacinus","male",50.8169969027496,16.2766737633218,33.4666666667,33.4666666667,1,3,34
94625,"Myotis emarginatus","female",50.8479626372991,1.92649332550541,40.2235294118,40.2235294118,1,17,40.4
94625,"Myotis emarginatus","male",50.8479626372991,1.92649332550541,36.6,36.6,1,1,40.4
95049,"Myotis nattereri","female",50.7655580773213,0.321144830912183,37.4,37.4,1,1,39
95049,"Pipistrellus pipistrellus","female",50.7655580773213,0.321144830912183,31.74,31.74,5,5,30.5
95049,"Pipistrellus pipistrellus","male",50.7655580773213,0.321144830912183,31.6,31.6,1,1,30.5
95476,"Myotis bechsteinii","female",50.5352638347492,-2.05780584582234,42.06,42.06,5,5,43
95476,"Myotis bechsteinii","male",50.5352638347492,-2.05780584582234,40.8222222222222,40.8222222222222,18,18,43
95497,"Myotis mystacinus","female",50.9068563634573,0.694853637756667,34,34,1,1,34
95497,"Myotis mystacinus","male",50.9068563634573,0.694853637756667,34,34,5,5,34
95497,"Myotis nattereri","female",50.9068563634573,0.694853637756667,39.7333333333333,39.7333333333333,3,3,39
95497,"Myotis nattereri","male",50.9068563634573,0.694853637756667,39.7,39.7,1,1,39
95497,"Pipistrellus pipistrellus","female",50.9068563634573,0.694853637756667,32,32,2,2,30.5
95497,"Pipistrellus pipistrellus","male",50.9068563634573,0.694853637756667,31.425,31.425,4,4,30.5
95497,"Plecotus auritus","male",50.9068563634573,0.694853637756667,38.7,38.7,1,1,39
95499,"Myotis mystacinus","female",50.9372653055233,0.959495055563323,34.1083333333333,34.1083333333333,6,6,34
95499,"Myotis mystacinus","male",50.9372653055233,0.959495055563323,33.5583333333333,33.5583333333333,18,18,34
95499,"Pipistrellus pipistrellus","female",50.9372653055233,0.959495055563323,32.3,32.3,5,5,30.5
95499,"Pipistrellus pipistrellus","male",50.9372653055233,0.959495055563323,31.4,31.4,2,2,30.5
95898,"Barbastella barbastellus","male",50.0629814293085,-5.29635994775627,39.5,39.5,1,1,39
95898,"Myotis nattereri","female",50.0629814293085,-5.29635994775627,40,40,1,1,39
95898,"Pipistrellus pipistrellus","female",50.0629814293085,-5.29635994775627,31.8,31.8,2,2,30.5
95898,"Pipistrellus pipistrellus","male",50.0629814293085,-5.29635994775627,33.1,33.1,1,1,30.5
95922,"Myotis bechsteinii","female",50.6485183626633,-1.95541460540909,43.2,43.2,1,1,43
95922,"Myotis bechsteinii","male",50.6485183626633,-1.95541460540909,40.65,40.65,2,2,43
95922,"Myotis mystacinus","female",50.6485183626633,-1.95541460540909,34.6,34.6,1,1,34
95922,"Myotis mystacinus","male",50.6485183626633,-1.95541460540909,33.9333333333333,33.9333333333333,3,3,34
95922,"Myotis nattereri","female",50.6485183626633,-1.95541460540909,37.8,37.8,1,1,39
95922,"Myotis nattereri","male",50.6485183626633,-1.95541460540909,38.2,38.2,7,7,39
95922,"Pipistrellus pipistrellus","female",50.6485183626633,-1.95541460540909,32.0333333333333,32.0333333333333,3,3,30.5
95922,"Pipistrellus pipistrellus","male",50.6485183626633,-1.95541460540909,31.9,31.9,1,1,30.5
95922,"Plecotus auritus","female",50.6485183626633,-1.95541460540909,39.65,39.65,2,2,39
95922,"Plecotus austriacus","male",50.6485183626633,-1.95541460540909,39.8,39.8,1,1,40
96076,"Barbastella barbastellus","female",51.0652333144609,18.757591004358,40.37,40.37,1,30,39
96076,"Barbastella barbastellus","male",51.0652333144609,18.757591004358,39.01,39.01,1,22,39
96076,"Myotis bechsteinii","female",51.0652333144609,18.757591004358,43.87,43.87,1,16,43
96076,"Myotis bechsteinii","male",51.0652333144609,18.757591004358,43.7,43.7,1,10,43
96076,"Myotis nattereri","female",51.0652333144609,18.757591004358,41.49,41.49,1,92,39
96076,"Myotis nattereri","male",51.0652333144609,18.757591004358,40.72,40.72,1,101,39
96076,"Plecotus auritus","female",51.0652333144609,18.757591004358,39.86,39.86,1,14,39
96076,"Plecotus auritus","male",51.0652333144609,18.757591004358,38.59,38.59,1,19,39
96345,"Barbastella barbastellus","female",50.1803976987022,-5.20410955274637,38.1,38.1,1,1,39
96345,"Myotis mystacinus","female",50.1803976987022,-5.20410955274637,34.325,34.325,4,4,34
96345,"Myotis mystacinus","male",50.1803976987022,-5.20410955274637,34.4333333333333,34.4333333333333,3,3,34
96345,"Myotis nattereri","male",50.1803976987022,-5.20410955274637,41.1,41.1,1,1,39
96345,"Pipistrellus pipistrellus","female",50.1803976987022,-5.20410955274637,32.6909090909091,32.6909090909091,22,22,30.5
96345,"Pipistrellus pipistrellus","male",50.1803976987022,-5.20410955274637,31.4872727272727,31.4872727272727,11,11,30.5
96346,"Pipistrellus pipistrellus","female",50.2053691132225,-5.07699813467575,31.8,31.8,4,4,30.5
96346,"Pipistrellus pipistrellus","male",50.2053691132225,-5.07699813467575,30.5,30.5,1,1,30.5
96365,"Myotis mystacinus","female",50.6527626521017,-2.62036230197574,34.6,34.6,1,1,34
96365,"Myotis mystacinus","male",50.6527626521017,-2.62036230197574,33.8333333333333,33.8333333333333,3,3,34
96365,"Myotis nattereri","male",50.6527626521017,-2.62036230197574,37.8,37.8,1,1,39
96365,"Pipistrellus pipistrellus","male",50.6527626521017,-2.62036230197574,31,31,1,1,30.5
96366,"Myotis mystacinus","female",50.6609259061192,-2.50418424219846,35.25,35.25,4,4,34
96366,"Myotis mystacinus","male",50.6609259061192,-2.50418424219846,33.5,33.5,1,1,34
96366,"Pipistrellus pipistrellus","male",50.6609259061192,-2.50418424219846,31.2,31.2,1,1,30.5
96395,"Myotis mystacinus","male",51.1697248330282,1.31665410824163,33.3,33.3,1,1,34
96794,"Pipistrellus pipistrellus","male",50.3714723518835,-4.72830297546049,30,30,1,1,30.5
96809,"Eptesicus serotinus","female",50.712257946801,-2.79342823434827,52.2,52.2,1,1,53
96814,"Plecotus auritus","male",50.8152663448495,-2.14158533049735,39.4,39.4,1,1,39
96815,"Barbastella barbastellus","male",50.8352268600876,-2.01082728032093,37.9,37.9,1,1,39
96831,"Myotis mystacinus","female",51.1252669279611,0.0977652374410314,34.9333333333333,34.9333333333333,3,3,34
96832,"Myotis mystacinus","male",51.141548729209,0.230518138429979,33.5,33.5,1,1,34
96835,"Myotis mystacinus","female",51.1890818587559,0.629407653239436,35.2,35.2,1,1,34
96839,"Myotis mystacinus","female",51.2493891814943,1.16268314752919,33.5,33.5,1,1,34
96841,"Myotis mystacinus","female",51.2782232137285,1.4299067151983,34.6,34.6,1,1,34
96841,"Myotis nattereri","male",51.2782232137285,1.4299067151983,39,39,1,1,39
97245,"Plecotus austriacus","male",50.6744296898918,-3.60246670219465,40,40,1,1,40
97250,"Myotis nattereri","male",50.7840292997576,-2.95327476053963,37.4,37.4,1,1,39
97250,"Rhinolophus hipposideros","female",50.7840292997576,-2.95327476053963,37.8,37.8,1,1,37
97251,"Rhinolophus hipposideros","female",50.8053120083245,-2.82302368042002,37,37,1,1,37
97252,"Myotis bechsteinii","female",50.8263816430639,-2.6926376655529,42.6555555555556,42.6555555555556,9,9,43
97252,"Myotis bechsteinii","male",50.8263816430639,-2.6926376655529,41.88,41.88,5,5,43
97253,"Myotis mystacinus","female",50.8472379214603,-2.56211785868448,35,35,1,1,34
97256,"Pipistrellus pipistrellus","female",50.908523826807,-2.16976723184704,32.7,32.7,1,1,30.5
97256,"Rhinolophus hipposideros","male",50.908523826807,-2.16976723184704,37.6,37.6,1,1,37
97267,"Myotis alcathoe","female",51.1166705993843,-0.721450864381813,32.4,32.4,3,3,32
97267,"Myotis alcathoe","male",51.1166705993843,-0.721450864381813,31.9,31.9,4,4,32
97267,"Myotis mystacinus","female",51.1166705993843,-0.721450864381813,34.1,34.1,1,1,34
