"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","FAL_n","wFAL_n","fal","Tmax","Summer_precipitation","Tmin"
32545,"Pipistrellus kuhlii","female",31.6442859160718,34.7822684213273,33.65,33.65,1,1,33.8,30.9802490234375,29.2116260528564,9.65275878906255
32545,"Pipistrellus kuhlii","male",31.6442859160718,34.7822684213273,33.425,33.425,2,2,33.8,30.9802490234375,29.2116260528564,9.65275878906255
32546,"Pipistrellus kuhlii","female",31.6009259279116,34.8658022996199,33.6666666666667,33.6666666666667,6,6,33.8,31.5773193359375,28.445125579834,8.71342773437505
34641,"Myotis bechsteinii","female",36.1493924960907,-5.56436350559183,43.1475,43.1475,4,4,43,26.446142578125,333.475280761719,9.54526367187503
34641,"Myotis bechsteinii","male",36.1493924960907,-5.56436350559183,41.67,41.67,1,1,43,26.446142578125,333.475280761719,9.54526367187503
34641,"Pipistrellus kuhlii","female",36.1493924960907,-5.56436350559183,33.37,33.37,1,1,33.8,26.446142578125,333.475280761719,9.54526367187503
34789,"Pipistrellus kuhlii","female",32.47898274676,34.92569656422,33.575,33.575,10,10,33.8,32.074609375,31.3371887207031,9.14072265625003
34789,"Pipistrellus kuhlii","male",32.47898274676,34.92569656422,32.9,32.9,14,14,33.8,32.074609375,31.3371887207031,9.14072265625003
34948,"Eptesicus isabellinus","female",36.2737843594145,-5.49534637899316,52.145,52.145,2,2,49,26.6299072265625,349.012329101562,9.72080078125003
34948,"Myotis bechsteinii","female",36.2737843594145,-5.49534637899316,42.82,42.82,4,4,43,26.6299072265625,349.012329101562,9.72080078125003
