"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","BM_mean","wBM_mean","FAL.BM_n","wFAL.wBM_n","fal","bm","Tmax","Summer_precipitation","Tmin"
26377,"Pipistrellus kuhlii","female",29.6067214419055,34.9565961177137,35.01,35.01,5.7,5.7,20,20,33.8,7.5,36.2681884765625,0.166781455278397,6.58774414062503
26377,"Pipistrellus kuhlii","male",29.6067214419055,34.9565961177137,33.2333333333333,33.2333333333333,6.76666666666667,6.76666666666667,3,3,33.8,7.5,36.2681884765625,0.166781455278397,6.58774414062503
30119,"Pipistrellus kuhlii","female",30.8565564260124,34.7631243084769,34.9633333333333,34.9633333333333,5.87,5.87,3,3,33.8,7.5,32.3597900390625,13.338921546936,6.064453125
30119,"Pipistrellus kuhlii","male",30.8565564260124,34.7631243084769,34.2,34.2,5.97,5.97,2,2,33.8,7.5,32.3597900390625,13.338921546936,6.064453125
30120,"Pipistrellus kuhlii","female",30.8130557216645,34.8456620855548,35.4,35.4,6.75,6.75,2,2,33.8,7.5,33.1407470703125,8.46731567382812,6.33251953125
30120,"Pipistrellus kuhlii","male",30.8130557216645,34.8456620855548,34.2875,34.2875,6.21875,6.21875,8,8,33.8,7.5,33.1407470703125,8.46731567382812,6.33251953125
30492,"Pipistrellus kuhlii","female",30.9506654755946,34.8012780020105,34.6242105263158,34.6242105263158,6.64684210526316,6.64684210526316,19,19,33.8,7.5,32.6701171875,12.8072395324707,5.74262695312501
30492,"Pipistrellus kuhlii","male",30.9506654755946,34.8012780020105,34.1145833333333,34.1145833333333,5.68833333333333,5.68833333333333,24,24,33.8,7.5,32.6701171875,12.8072395324707,5.74262695312501
30493,"Pipistrellus kuhlii","female",30.9071228732284,34.8839093449075,34.3714,34.3714,5.974,5.974,50,50,33.8,7.5,32.6701171875,12.8072395324707,5.74262695312501
30493,"Pipistrellus kuhlii","male",30.9071228732284,34.8839093449075,33.781,33.781,5.6165,5.6165,20,20,33.8,7.5,32.6701171875,12.8072395324707,5.74262695312501
30859,"Pipistrellus kuhlii","female",31.0011159072045,34.9222670092527,35.0791304347826,35.0791304347826,6.14826086956522,6.14826086956522,23,23,33.8,7.5,33.12958984375,10.429181098938,5.79753417968755
30859,"Pipistrellus kuhlii","male",31.0011159072045,34.9222670092527,34.438,34.438,5.737,5.737,10,10,33.8,7.5,33.12958984375,10.429181098938,5.79753417968755
30860,"Pipistrellus kuhlii","female",30.9573860017157,35.0048811918509,34.6,34.6,5,5,1,1,33.8,7.5,34.3523681640625,4.60585784912109,6.26481933593755
30860,"Pipistrellus kuhlii","male",30.9573860017157,35.0048811918509,33.275,33.275,6,6,2,2,33.8,7.5,34.3523681640625,4.60585784912109,6.26481933593755
30861,"Pipistrellus kuhlii","female",30.9135110266085,35.0873844054204,32.25,32.25,5.5,5.5,2,2,33.8,7.5,34.3523681640625,4.60585784912109,6.26481933593755
30864,"Pipistrellus kuhlii","male",30.7810173818325,35.3342270626495,33.3,33.3,5,5,1,1,33.8,7.5,37.1966796875,3,8.91022949218751
31572,"Pipistrellus kuhlii","female",31.012750979718,35.3298478117139,34.9,34.9,6.5,6.5,1,1,33.8,7.5,38.1447265625,3.47880220413208,10.0443115234375
32545,"Pipistrellus kuhlii","female",31.6442859160718,34.7822684213273,33.65,33.65,6,6,1,1,33.8,7.5,30.9802490234375,29.2116260528564,9.65275878906255
32545,"Pipistrellus kuhlii","male",31.6442859160718,34.7822684213273,33.425,33.425,6.25,6.25,2,2,33.8,7.5,30.9802490234375,29.2116260528564,9.65275878906255
32546,"Pipistrellus kuhlii","female",31.6009259279116,34.8658022996199,33.6666666666667,33.6666666666667,6.54333333333333,6.54333333333333,6,6,33.8,7.5,31.5773193359375,28.445125579834,8.71342773437505
34641,"Myotis bechsteinii","female",36.1493924960907,-5.56436350559183,43.1475,43.1475,9.625,9.625,4,4,43,10.5,26.446142578125,333.475280761719,9.54526367187503
34641,"Myotis bechsteinii","male",36.1493924960907,-5.56436350559183,41.67,41.67,9.4,9.4,1,1,43,10.5,26.446142578125,333.475280761719,9.54526367187503
34641,"Pipistrellus kuhlii","female",36.1493924960907,-5.56436350559183,33.37,33.37,7,7,1,1,33.8,7.5,26.446142578125,333.475280761719,9.54526367187503
34789,"Pipistrellus kuhlii","female",32.47898274676,34.92569656422,33.575,33.575,6.15,6.15,10,10,33.8,7.5,32.074609375,31.3371887207031,9.14072265625003
34789,"Pipistrellus kuhlii","male",32.47898274676,34.92569656422,32.9,32.9,6.25,6.25,14,14,33.8,7.5,32.074609375,31.3371887207031,9.14072265625003
34948,"Myotis bechsteinii","female",36.2737843594145,-5.49534637899316,43.14,43.14,9.6,9.6,2,2,43,10.5,26.6299072265625,349.012329101562,9.72080078125003
34948,"Pipistrellus kuhlii","female",36.2737843594145,-5.49534637899316,32.98,32.98,6.4,6.4,1,1,33.8,7.5,26.6299072265625,349.012329101562,9.72080078125003
34949,"Pipistrellus kuhlii","female",36.3006850034143,-5.39960770990473,32.9,32.9,6.1,6.1,1,1,33.8,7.5,27.316357421875,352.720825195312,9.65727539062505
34949,"Pipistrellus kuhlii","male",36.3006850034143,-5.39960770990473,33.7,33.7,7.1,7.1,1,1,33.8,7.5,27.316357421875,352.720825195312,9.65727539062505
35270,"Pipistrellus kuhlii","female",36.3439871785081,-5.61771838056336,33.14,33.14,6.06,6.06,5,5,33.8,7.5,28.82607421875,395.939392089844,7.50563964843752
35270,"Pipistrellus kuhlii","male",36.3439871785081,-5.61771838056336,32.6,32.6,6,6,1,1,33.8,7.5,28.82607421875,395.939392089844,7.50563964843752
35275,"Myotis escalerai","female",36.4778237304272,-5.13784408983029,38.5,38.5,5.6,5.6,1,1,39.5,5.4,26.77763671875,390.143798828125,9.51469726562505
35275,"Pipistrellus kuhlii","female",36.4778237304272,-5.13784408983029,32.9,32.9,8.3,8.3,1,1,33.8,7.5,26.77763671875,390.143798828125,9.51469726562505
35363,"Hypsugo savii","male",38.2210872596818,15.5424368374211,31.7,31.7,5.9,5.9,1,1,34.5,7,27.59375,1004.80847167969,9.11384277343751
35363,"Myotis crypticus","female",38.2210872596818,15.5424368374211,38.9,38.9,6.1,6.1,2,2,39.3,8.5,27.59375,1004.80847167969,9.11384277343751
35363,"Pipistrellus kuhlii","male",38.2210872596818,15.5424368374211,37.4,37.4,7.1,7.1,1,1,33.8,7.5,27.59375,1004.80847167969,9.11384277343751
35365,"Hypsugo savii","male",38.2013903159522,15.7469095526103,31.8,31.8,6,6,1,1,34.5,7,26.7665283203125,1348.08959960938,7.31735839843753
35365,"Pipistrellus kuhlii","female",38.2013903159522,15.7469095526103,34.7,34.7,7,7,1,1,33.8,7.5,26.7665283203125,1348.08959960938,7.31735839843753
35609,"Myotis bechsteinii","female",36.468333715825,-5.54858427562307,42.6,42.6,9.1,9.1,1,1,43,10.5,29.587744140625,466.547088623047,5.94133300781255
35609,"Pipistrellus kuhlii","female",36.468333715825,-5.54858427562307,34.5,34.5,7.55,7.55,2,2,33.8,7.5,29.587744140625,466.547088623047,5.94133300781255
35609,"Pipistrellus kuhlii","male",36.468333715825,-5.54858427562307,32.9,32.9,6.98333333333333,6.98333333333333,6,6,33.8,7.5,29.587744140625,466.547088623047,5.94133300781255
35612,"Eptesicus isabellinus","male",36.548735041517,-5.26021242758252,49.775,49.775,19.6,19.6,2,2,49,18.5,27.7681640625,470.421752929688,5.92255859375001
35612,"Hypsugo savii","female",36.548735041517,-5.26021242758252,34.3,34.3,7.6,7.6,1,1,34.5,7,27.7681640625,470.421752929688,5.92255859375001
35612,"Pipistrellus kuhlii","female",36.548735041517,-5.26021242758252,33.49,33.49,7.14285714285714,7.14285714285714,7,7,33.8,7.5,27.7681640625,470.421752929688,5.92255859375001
35612,"Pipistrellus kuhlii","male",36.548735041517,-5.26021242758252,31.75,31.75,5.875,5.875,4,4,33.8,7.5,27.7681640625,470.421752929688,5.92255859375001
35613,"Eptesicus isabellinus","male",36.5752022981741,-5.16391144419755,49.66,49.66,18.92,18.92,5,5,49,18.5,26.54072265625,446.991333007812,6.14223632812502
35613,"Hypsugo savii","male",36.5752022981741,-5.16391144419755,34.3,34.3,7.25,7.25,2,2,34.5,7,26.54072265625,446.991333007812,6.14223632812502
35613,"Pipistrellus kuhlii","female",36.5752022981741,-5.16391144419755,34.6,34.6,8.3,8.3,1,1,33.8,7.5,26.54072265625,446.991333007812,6.14223632812502
35613,"Pipistrellus kuhlii","male",36.5752022981741,-5.16391144419755,33.35,33.35,5.9,5.9,2,2,33.8,7.5,26.54072265625,446.991333007812,6.14223632812502
35615,"Eptesicus isabellinus","male",36.6276360563033,-4.97104646265685,51.05,51.05,21.1,21.1,2,2,49,18.5,26.509814453125,362.838195800781,4.46701660156253
35615,"Hypsugo savii","female",36.6276360563033,-4.97104646265685,34.8233333333333,34.8233333333333,7.76666666666667,7.76666666666667,3,3,34.5,7,26.509814453125,362.838195800781,4.46701660156253
35615,"Hypsugo savii","male",36.6276360563033,-4.97104646265685,33.565,33.565,6.4,6.4,2,2,34.5,7,26.509814453125,362.838195800781,4.46701660156253
35615,"Myotis emarginatus","male",36.6276360563033,-4.97104646265685,39.8,39.8,7.9,7.9,1,1,40.4,13,26.509814453125,362.838195800781,4.46701660156253
35615,"Pipistrellus kuhlii","female",36.6276360563033,-4.97104646265685,34.26,34.26,8.03333333333333,8.03333333333333,3,3,33.8,7.5,26.509814453125,362.838195800781,4.46701660156253
35615,"Pipistrellus kuhlii","male",36.6276360563033,-4.97104646265685,31.32,31.32,5.5,5.5,1,1,33.8,7.5,26.509814453125,362.838195800781,4.46701660156253
35621,"Eptesicus isabellinus","female",36.780919698518,-4.39037843004431,52.4,52.4,22.9,22.9,1,1,49,18.5,26.5673828125,325.320556640625,8.45505371093753
35621,"Eptesicus isabellinus","male",36.780919698518,-4.39037843004431,51,51,20.8333333333333,20.8333333333333,3,3,49,18.5,26.5673828125,325.320556640625,8.45505371093753
35621,"Pipistrellus kuhlii","female",36.780919698518,-4.39037843004431,32.1,32.1,6.5,6.5,1,1,33.8,7.5,26.5673828125,325.320556640625,8.45505371093753
35621,"Pipistrellus kuhlii","male",36.780919698518,-4.39037843004431,33.45,33.45,6.35,6.35,2,2,33.8,7.5,26.5673828125,325.320556640625,8.45505371093753
35625,"Eptesicus isabellinus","male",36.8797480597747,-4.0015740244818,51.7,51.7,21.66,21.66,5,5,49,18.5,25.7410888671875,382.231750488281,5.53225097656252
35625,"Hypsugo savii","female",36.8797480597747,-4.0015740244818,34.175,34.175,5.9,5.9,4,4,34.5,7,25.7410888671875,382.231750488281,5.53225097656252
35625,"Hypsugo savii","male",36.8797480597747,-4.0015740244818,34.1,34.1,5.3,5.3,1,1,34.5,7,25.7410888671875,382.231750488281,5.53225097656252
35625,"Myotis escalerai","male",36.8797480597747,-4.0015740244818,39.3,39.3,5.9,5.9,2,2,39.5,5.4,25.7410888671875,382.231750488281,5.53225097656252
35625,"Pipistrellus kuhlii","female",36.8797480597747,-4.0015740244818,34.225,34.225,6.4,6.4,4,4,33.8,7.5,25.7410888671875,382.231750488281,5.53225097656252
35625,"Pipistrellus kuhlii","male",36.8797480597747,-4.0015740244818,33.55,33.55,5.4,5.4,2,2,33.8,7.5,25.7410888671875,382.231750488281,5.53225097656252
35625,"Plecotus austriacus","female",36.8797480597747,-4.0015740244818,41.8,41.8,8.94,8.94,5,5,40,8,25.7410888671875,382.231750488281,5.53225097656252
35966,"Eptesicus isabellinus","male",36.5383582718694,-5.67143111893149,50.65,50.65,21.65,21.65,4,4,49,18.5,30.934130859375,528.251037597656,5.19150390625003
35966,"Pipistrellus kuhlii","female",36.5383582718694,-5.67143111893149,33.525,33.525,6.375,6.375,4,4,33.8,7.5,30.934130859375,528.251037597656,5.19150390625003
35966,"Pipistrellus kuhlii","male",36.5383582718694,-5.67143111893149,34.1,34.1,6.6,6.6,1,1,33.8,7.5,30.934130859375,528.251037597656,5.19150390625003
35967,"Myotis bechsteinii","female",36.5655248381943,-5.57533724218805,42.915,42.915,8.85,8.85,8,8,43,10.5,30.228369140625,552.565979003906,4.74843750000002
35967,"Pipistrellus kuhlii","female",36.5655248381943,-5.57533724218805,36.03,36.03,6.7,6.7,1,1,33.8,7.5,30.228369140625,552.565979003906,4.74843750000002
35967,"Pipistrellus kuhlii","male",36.5655248381943,-5.57533724218805,32.4,32.4,5.45,5.45,4,4,33.8,7.5,30.228369140625,552.565979003906,4.74843750000002
35969,"Eptesicus isabellinus","male",36.6193586951118,-5.38288011458779,49.62,49.62,23.8,23.8,1,1,49,18.5,28.831884765625,554.587646484375,3.86660156250002
35969,"Pipistrellus kuhlii","female",36.6193586951118,-5.38288011458779,34.61,34.61,6.5,6.5,1,1,33.8,7.5,28.831884765625,554.587646484375,3.86660156250002
35969,"Pipistrellus kuhlii","male",36.6193586951118,-5.38288011458779,32.9125,32.9125,6.175,6.175,4,4,33.8,7.5,28.831884765625,554.587646484375,3.86660156250002
35972,"Eptesicus isabellinus","male",36.6988588171489,-5.09352727845663,51.45,51.45,20.85,20.85,4,4,49,18.5,25.637646484375,368.550567626953,3.0323486328125
35972,"Hypsugo savii","male",36.6988588171489,-5.09352727845663,33.3,33.3,6.26,6.26,2,2,34.5,7,25.637646484375,368.550567626953,3.0323486328125
35972,"Myotis escalerai","female",36.6988588171489,-5.09352727845663,40.25,40.25,5.87,5.87,2,2,39.5,5.4,25.637646484375,368.550567626953,3.0323486328125
35972,"Myotis escalerai","male",36.6988588171489,-5.09352727845663,38.2066666666667,38.2066666666667,5.9,5.9,3,3,39.5,5.4,25.637646484375,368.550567626953,3.0323486328125
35972,"Plecotus austriacus","female",36.6988588171489,-5.09352727845663,40.7642857142857,40.7642857142857,8.69714285714286,8.69714285714286,7,7,40,8,25.637646484375,368.550567626953,3.0323486328125
35972,"Plecotus austriacus","male",36.6988588171489,-5.09352727845663,41.9,41.9,8.76,8.76,1,1,40,8,25.637646484375,368.550567626953,3.0323486328125
35973,"Hypsugo savii","male",36.7250246922093,-4.99690012481247,34.45,34.45,7.05,7.05,2,2,34.5,7,27.69150390625,210.151184082031,2.61721191406252
35973,"Pipistrellus kuhlii","male",36.7250246922093,-4.99690012481247,32.15,32.15,5.8,5.8,2,2,33.8,7.5,27.69150390625,210.151184082031,2.61721191406252
35973,"Plecotus austriacus","female",36.7250246922093,-4.99690012481247,41.65,41.65,9,9,2,2,40,8,27.69150390625,210.151184082031,2.61721191406252
35973,"Plecotus austriacus","male",36.7250246922093,-4.99690012481247,40.6,40.6,7.6,7.6,1,1,40,8,27.69150390625,210.151184082031,2.61721191406252
35979,"Pipistrellus kuhlii","male",36.8784998682693,-4.41531729673389,32.3333333333333,32.3333333333333,5.53333333333333,5.53333333333333,3,3,33.8,7.5,28.0964599609375,234.419021606445,5.04877929687501
35982,"Eptesicus isabellinus","male",36.9529673612862,-4.12337581250134,50.3,50.3,22.6,22.6,1,1,49,18.5,27.318310546875,331.057006835938,2.71979980468751
35982,"Hypsugo savii","female",36.9529673612862,-4.12337581250134,34.965,34.965,6.55,6.55,2,2,34.5,7,27.318310546875,331.057006835938,2.71979980468751
35982,"Hypsugo savii","male",36.9529673612862,-4.12337581250134,34.8666666666667,34.8666666666667,7.3,7.3,3,3,34.5,7,27.318310546875,331.057006835938,2.71979980468751
35982,"Plecotus austriacus","male",36.9529673612862,-4.12337581250134,41.1,41.1,9.1,9.1,1,1,40,8,27.318310546875,331.057006835938,2.71979980468751
35992,"Myotis escalerai","female",37.1901979095627,-3.14488754052001,39.5166666666667,39.5166666666667,6.03333333333333,6.03333333333333,6,6,39.5,5.4,26.930029296875,434.590606689453,-3.49606933593748
35999,"Hypsugo savii","female",37.346135068421,-2.4552359316715,35.4,35.4,8.3,8.3,1,1,34.5,7,30.63564453125,316.252532958984,1.63388671875003
35999,"Pipistrellus kuhlii","male",37.346135068421,-2.4552359316715,34.64,34.64,9.7,9.7,1,1,33.8,7.5,30.63564453125,316.252532958984,1.63388671875003
35999,"Pipistrellus pipistrellus","male",37.346135068421,-2.4552359316715,30.05,30.05,3.3,3.3,1,1,30.5,5.75,30.63564453125,316.252532958984,1.63388671875003
36314,"Myotis emarginatus","female",36.6626603592078,-5.60218013941157,41.9,41.9,7.4,7.4,1,1,40.4,13,31.9363525390625,521.012878417969,5.8170166015625
36314,"Pipistrellus kuhlii","male",36.6626603592078,-5.60218013941157,32.7,32.7,6.1,6.1,2,2,33.8,7.5,31.9363525390625,521.012878417969,5.8170166015625
36317,"Eptesicus isabellinus","male",36.7432610920511,-5.31291164434427,51.16,51.16,20.84,20.84,5,5,49,18.5,29.22890625,382.751556396484,3.13276367187501
36317,"Hypsugo savii","female",36.7432610920511,-5.31291164434427,33.7,33.7,7.9,7.9,1,1,34.5,7,29.22890625,382.751556396484,3.13276367187501
36317,"Hypsugo savii","male",36.7432610920511,-5.31291164434427,34,34,7.2,7.2,2,2,34.5,7,29.22890625,382.751556396484,3.13276367187501
36317,"Pipistrellus kuhlii","female",36.7432610920511,-5.31291164434427,33.7,33.7,6.6,6.6,3,3,33.8,7.5,29.22890625,382.751556396484,3.13276367187501
36317,"Pipistrellus kuhlii","male",36.7432610920511,-5.31291164434427,32.5,32.5,5.15,5.15,2,2,33.8,7.5,29.22890625,382.751556396484,3.13276367187501
36392,"Myotis bechsteinii","male",38.4583732178437,16.1886039218673,39.5,39.5,7.9,7.9,1,1,43,10.5,26.372802734375,1026.06909179688,4.16188964843752
36392,"Myotis crypticus","female",38.4583732178437,16.1886039218673,38.4,38.4,6.4,6.4,1,1,39.3,8.5,26.372802734375,1026.06909179688,4.16188964843752
36392,"Myotis crypticus","male",38.4583732178437,16.1886039218673,39.5,39.5,6.6,6.6,1,1,39.3,8.5,26.372802734375,1026.06909179688,4.16188964843752
36392,"Myotis mystacinus","male",38.4583732178437,16.1886039218673,32.2,32.2,4.1,4.1,1,1,34,5.5,26.372802734375,1026.06909179688,4.16188964843752
36392,"Plecotus auritus","female",38.4583732178437,16.1886039218673,38.7,38.7,7.5,7.5,1,1,39,7.5,26.372802734375,1026.06909179688,4.16188964843752
37783,"Eptesicus isabellinus","female",36.9958086360178,-5.90405110180992,50.6,50.6,19.5,19.5,1,1,49,18.5,33.8751220703125,180.215545654297,5.7705078125
37783,"Eptesicus isabellinus","male",36.9958086360178,-5.90405110180992,49.85,49.85,18.8,18.8,6,6,49,18.5,33.8751220703125,180.215545654297,5.7705078125
37813,"Eptesicus isabellinus","male",37.7475776418812,-2.96308375460083,50.1875,50.1875,21.695,21.695,4,4,49,18.5,30.264892578125,497.007385253906,-1.02519531249999
37813,"Hypsugo savii","female",37.7475776418812,-2.96308375460083,34.875,34.875,7.955,7.955,2,2,34.5,7,30.264892578125,497.007385253906,-1.02519531249999
37813,"Hypsugo savii","male",37.7475776418812,-2.96308375460083,33.7483333333333,33.7483333333333,7.08166666666667,7.08166666666667,6,6,34.5,7,30.264892578125,497.007385253906,-1.02519531249999
37813,"Myotis bechsteinii","female",37.7475776418812,-2.96308375460083,42.6,42.6,9.84,9.84,1,1,43,10.5,30.264892578125,497.007385253906,-1.02519531249999
37813,"Myotis bechsteinii","male",37.7475776418812,-2.96308375460083,42.275,42.275,9.39,9.39,2,2,43,10.5,30.264892578125,497.007385253906,-1.02519531249999
37813,"Pipistrellus kuhlii","female",37.7475776418812,-2.96308375460083,34.25,34.25,7.15,7.15,1,1,33.8,7.5,30.264892578125,497.007385253906,-1.02519531249999
37813,"Plecotus austriacus","female",37.7475776418812,-2.96308375460083,41.6833333333333,41.6833333333333,9.55166666666667,9.55166666666667,6,6,40,8,30.264892578125,497.007385253906,-1.02519531249999
37813,"Plecotus austriacus","male",37.7475776418812,-2.96308375460083,40.412,40.412,8.696,8.696,10,10,40,8,30.264892578125,497.007385253906,-1.02519531249999
37814,"Eptesicus isabellinus","male",37.7699988089132,-2.86375156988718,48.6,48.6,19.55,19.55,1,1,49,18.5,30.3557861328125,423.664825439453,-0.783276367187455
38170,"Pipistrellus kuhlii","female",36.9524085593778,-6.41473973786892,33.7578947368421,33.7578947368421,6.42631578947368,6.42631578947368,19,19,33.8,7.5,30.1475341796875,350.409332275391,8.3594970703125
38204,"Hypsugo savii","male",37.8227057516572,-3.08539553803802,34.85,34.85,6.95,6.95,2,2,34.5,7,30.7669677734375,548.618286132812,-0.415332031249989
38204,"Myotis bechsteinii","male",37.8227057516572,-3.08539553803802,41.14,41.14,8.562,8.562,5,5,43,10.5,30.7669677734375,548.618286132812,-0.415332031249989
38204,"Myotis escalerai","male",37.8227057516572,-3.08539553803802,38.15,38.15,6.16,6.16,1,1,39.5,5.4,30.7669677734375,548.618286132812,-0.415332031249989
38205,"Myotis emarginatus","female",37.8453280073484,-2.98597956903097,39.2,39.2,7.3,7.3,1,1,40.4,13,28.1605224609375,652.672302246094,-2.4605712890625
38205,"Myotis mystacinus","male",37.8453280073484,-2.98597956903097,34.1,34.1,4.9,4.9,1,1,34,5.5,28.1605224609375,652.672302246094,-2.4605712890625
38603,"Barbastella barbastellus","female",37.965506757466,-2.90929550115181,40.325,40.325,9.51666666666667,9.51666666666667,12,12,39,9.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Barbastella barbastellus","male",37.965506757466,-2.90929550115181,39.2166666666667,39.2166666666667,7.54166666666667,7.54166666666667,12,12,39,9.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Eptesicus isabellinus","female",37.965506757466,-2.90929550115181,48.7,48.7,20.8,20.8,1,1,49,18.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Eptesicus isabellinus","male",37.965506757466,-2.90929550115181,48.43,48.43,19.5,19.5,1,1,49,18.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Hypsugo savii","female",37.965506757466,-2.90929550115181,34.6666666666667,34.6666666666667,8.4,8.4,3,3,34.5,7,29.33642578125,700.196716308594,-1.14113769531247
38603,"Hypsugo savii","male",37.965506757466,-2.90929550115181,33.6,33.6,6.18333333333333,6.18333333333333,3,3,34.5,7,29.33642578125,700.196716308594,-1.14113769531247
38603,"Myotis bechsteinii","female",37.965506757466,-2.90929550115181,42.7357142857143,42.7357142857143,10.9357142857143,10.9357142857143,7,7,43,10.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Myotis bechsteinii","male",37.965506757466,-2.90929550115181,41.52,41.52,8.57,8.57,5,5,43,10.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Myotis emarginatus","female",37.965506757466,-2.90929550115181,40.55,40.55,8.75,8.75,2,2,40.4,13,29.33642578125,700.196716308594,-1.14113769531247
38603,"Myotis emarginatus","male",37.965506757466,-2.90929550115181,38.4,38.4,6.4,6.4,1,1,40.4,13,29.33642578125,700.196716308594,-1.14113769531247
38603,"Myotis escalerai","male",37.965506757466,-2.90929550115181,39.5,39.5,5.7,5.7,2,2,39.5,5.4,29.33642578125,700.196716308594,-1.14113769531247
38603,"Pipistrellus kuhlii","female",37.965506757466,-2.90929550115181,34.1,34.1,5.9,5.9,1,1,33.8,7.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Pipistrellus pipistrellus","male",37.965506757466,-2.90929550115181,30.16,30.16,3.98,3.98,5,5,30.5,5.75,29.33642578125,700.196716308594,-1.14113769531247
38603,"Plecotus austriacus","female",37.965506757466,-2.90929550115181,42.3,42.3,9.5,9.5,2,2,40,8,29.33642578125,700.196716308594,-1.14113769531247
38603,"Plecotus austriacus","male",37.965506757466,-2.90929550115181,39.9,39.9,8.2,8.2,2,2,40,8,29.33642578125,700.196716308594,-1.14113769531247
38603,"Rhinolophus ferrumequinum","female",37.965506757466,-2.90929550115181,58.2,58.2,18.9,18.9,1,1,58.4,23.5,29.33642578125,700.196716308594,-1.14113769531247
38603,"Rhinolophus hipposideros","male",37.965506757466,-2.90929550115181,40.7,40.7,4.25,4.25,1,1,37,7,29.33642578125,700.196716308594,-1.14113769531247
39449,"Myotis bechsteinii","female",38.2492376431501,-2.55440379320328,42.0571428571429,42.0571428571429,9.84285714285714,9.84285714285714,7,7,43,10.5,27.97685546875,669.355895996094,-1.62939453125
39449,"Myotis bechsteinii","male",38.2492376431501,-2.55440379320328,41.85,41.85,8.95,8.95,1,1,43,10.5,27.97685546875,669.355895996094,-1.62939453125
39449,"Plecotus austriacus","female",38.2492376431501,-2.55440379320328,43.25,43.25,9.07,9.07,1,1,40,8,27.97685546875,669.355895996094,-1.62939453125
39449,"Plecotus austriacus","male",38.2492376431501,-2.55440379320328,40.4,40.4,8.7,8.7,1,1,40,8,27.97685546875,669.355895996094,-1.62939453125
39449,"Rhinolophus ferrumequinum","female",38.2492376431501,-2.55440379320328,56.5,56.5,21.5,21.5,1,1,58.4,23.5,27.97685546875,669.355895996094,-1.62939453125
39470,"Myotis escalerai","female",38.6677957842488,-0.430701257815461,39.88875,39.88875,6,6,8,8,39.5,5.4,27.86650390625,502.345764160156,1.88759765625002
39470,"Myotis escalerai","male",38.6677957842488,-0.430701257815461,39.5790909090909,39.5790909090909,5.99090909090909,5.99090909090909,11,11,39.5,5.4,27.86650390625,502.345764160156,1.88759765625002
39856,"Eptesicus isabellinus","female",37.5068808977585,-5.94548744873733,49.4888888888889,49.4888888888889,21.3333333333333,21.3333333333333,9,9,49,18.5,34.994287109375,196.773178100586,5.78908691406252
39856,"Eptesicus isabellinus","male",37.5068808977585,-5.94548744873733,48.65,48.65,20.05,20.05,2,2,49,18.5,34.994287109375,196.773178100586,5.78908691406252
39890,"Barbastella barbastellus","female",38.346929879647,-2.57678923442961,40.45,40.45,9.45,9.45,1,1,39,9.5,29.52236328125,626.734802246094,-0.626123046874966
39890,"Barbastella barbastellus","male",38.346929879647,-2.57678923442961,39.9,39.9,8.5,8.5,1,1,39,9.5,29.52236328125,626.734802246094,-0.626123046874966
39890,"Eptesicus isabellinus","male",38.346929879647,-2.57678923442961,48.6,48.6,17.1,17.1,1,1,49,18.5,29.52236328125,626.734802246094,-0.626123046874966
39890,"Hypsugo savii","male",38.346929879647,-2.57678923442961,33.8,33.8,6.6,6.6,2,2,34.5,7,29.52236328125,626.734802246094,-0.626123046874966
39890,"Myotis bechsteinii","female",38.346929879647,-2.57678923442961,42.1071428571429,42.1071428571429,11.5342857142857,11.5342857142857,7,7,43,10.5,29.52236328125,626.734802246094,-0.626123046874966
39890,"Myotis bechsteinii","male",38.346929879647,-2.57678923442961,41.37,41.37,9.04,9.04,5,5,43,10.5,29.52236328125,626.734802246094,-0.626123046874966
39890,"Myotis emarginatus","female",38.346929879647,-2.57678923442961,40.1,40.1,7.65,7.65,1,1,40.4,13,29.52236328125,626.734802246094,-0.626123046874966
39890,"Myotis escalerai","male",38.346929879647,-2.57678923442961,39.875,39.875,5.825,5.825,2,2,39.5,5.4,29.52236328125,626.734802246094,-0.626123046874966
39890,"Plecotus austriacus","female",38.346929879647,-2.57678923442961,41.36875,41.36875,9.125,9.125,8,8,40,8,29.52236328125,626.734802246094,-0.626123046874966
39890,"Plecotus austriacus","male",38.346929879647,-2.57678923442961,40.725,40.725,8.97333333333333,8.97333333333333,6,6,40,8,29.52236328125,626.734802246094,-0.626123046874966
40306,"Eptesicus isabellinus","female",37.5197887714978,-6.26609364732238,50.7811111111111,50.7811111111111,21.5555555555556,21.5555555555556,9,9,49,18.5,34.4525634765625,244.57502746582,5.43601074218753
40306,"Eptesicus isabellinus","male",37.5197887714978,-6.26609364732238,49.11,49.11,19,19,5,5,49,18.5,34.4525634765625,244.57502746582,5.43601074218753
40319,"Pipistrellus kuhlii","female",37.8712850882126,-4.99165300074507,33.6698113207547,33.6698113207547,7.24150943396226,7.24150943396226,53,53,33.8,7.5,35.070703125,248.312881469727,4.35886230468753
