"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","BM_mean","wBM_mean","FAL.BM_n","wFAL.wBM_n","fal","bm","Tmax","Summer_precipitation","Tmin"
54142,"Plecotus auritus","female",42.1044324648527,2.44798604153943,39.9,39.9,7.9,7.9,1,1,39,7.5,25.5338134765625,2894.56079101562,-0.449780273437455
54142,"Plecotus austriacus","female",42.1044324648527,2.44798604153943,41.5,41.5,8.8,8.8,1,1,40,8,25.5338134765625,2894.56079101562,-0.449780273437455
54142,"Rhinolophus ferrumequinum","male",42.1044324648527,2.44798604153943,56.7,56.7,23.6,23.6,1,1,58.4,23.5,25.5338134765625,2894.56079101562,-0.449780273437455
54143,"Barbastella barbastellus","female",42.1172838675951,2.55755817168167,39.7,39.7,9.425,9.425,4,4,39,9.5,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Eptesicus serotinus","male",42.1172838675951,2.55755817168167,51.9,51.9,20.8,20.8,1,1,53,21.5,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Myotis alcathoe","female",42.1172838675951,2.55755817168167,33,33,4.7,4.7,1,1,32,4.5,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Myotis alcathoe","male",42.1172838675951,2.55755817168167,31.725,31.725,3.85,3.85,4,4,32,4.5,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Myotis crypticus","male",42.1172838675951,2.55755817168167,37.9,37.9,7.1,7.1,1,1,39.3,8.5,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Pipistrellus kuhlii","male",42.1172838675951,2.55755817168167,33,33,6.2,6.2,1,1,33.8,7.5,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Pipistrellus pipistrellus","female",42.1172838675951,2.55755817168167,31.5315789473684,31.5315789473684,4.74736842105263,4.74736842105263,19,19,30.5,5.75,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Pipistrellus pipistrellus","male",42.1172838675951,2.55755817168167,31.0666666666667,31.0666666666667,4.23333333333333,4.23333333333333,3,3,30.5,5.75,26.1997802734375,2656.52954101562,0.0956787109375341
54143,"Plecotus austriacus","female",42.1172838675951,2.55755817168167,41.3,41.3,8.76666666666667,8.76666666666667,3,3,40,8,26.1997802734375,2656.52954101562,0.0956787109375341
54146,"Pipistrellus kuhlii","female",42.1547127981193,2.88660015102606,34.4666666666667,34.4666666666667,6.1,6.1,3,3,33.8,7.5,28.3633544921875,1529.20568847656,2.74062500000002
54195,"Plecotus auritus","male",42.4438653713243,13.6574289238818,38.8,38.8,7.98333333333333,7.98333333333333,6,6,39,7.5,21.829345703125,2201.98071289062,-5.84421386718748
54196,"Barbastella barbastellus","female",42.4374955684361,13.7684313278995,40.8,40.8,8.9,8.9,1,1,39,9.5,23.0222412109375,2127.65209960938,-4.72478027343749
54196,"Myotis alcathoe","male",42.4374955684361,13.7684313278995,33,33,5.1,5.1,1,1,32,4.5,23.0222412109375,2127.65209960938,-4.72478027343749
54551,"Myotis emarginatus","female",40.2927519185277,-7.133086458116,41.3,41.3,10.25,10.25,1,1,40.4,13,29.2810791015625,661.369262695312,2.25390625
54551,"Myotis emarginatus","male",40.2927519185277,-7.133086458116,39.6,39.6,8.5,8.5,1,1,40.4,13,29.2810791015625,661.369262695312,2.25390625
54552,"Plecotus auritus","male",40.3218997169496,-7.0310361082571,39.1,39.1,6.5,6.5,1,1,39,7.5,28.0283935546875,713.374389648438,1.32109375000005
54552,"Plecotus austriacus","female",40.3218997169496,-7.0310361082571,41.9,41.9,9,9,1,1,40,8,28.0283935546875,713.374389648438,1.32109375000005
54624,"Hypsugo savii","female",41.9546376290777,0.576360883460845,34.7,34.7,8.1,8.1,2,2,34.5,7,29.411767578125,1053.79296875,-1.37148437499997
54624,"Pipistrellus pipistrellus","female",41.9546376290777,0.576360883460845,31.3,31.3,4.3,4.3,1,1,30.5,5.75,29.411767578125,1053.79296875,-1.37148437499997
54624,"Pipistrellus pipistrellus","male",41.9546376290777,0.576360883460845,31,31,4.35,4.35,2,2,30.5,5.75,29.411767578125,1053.79296875,-1.37148437499997
54624,"Rhinolophus ferrumequinum","male",41.9546376290777,0.576360883460845,56.75,56.75,18.55,18.55,2,2,58.4,23.5,29.411767578125,1053.79296875,-1.37148437499997
54632,"Barbastella barbastellus","male",42.0777862190652,1.44803355728197,40.2,40.2,8.2,8.2,1,1,39,9.5,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Hypsugo savii","male",42.0777862190652,1.44803355728197,34,34,5.9,5.9,1,1,34.5,7,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Myotis bechsteinii","female",42.0777862190652,1.44803355728197,45.2,45.2,12.3,12.3,1,1,43,10.5,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Myotis bechsteinii","male",42.0777862190652,1.44803355728197,42.8,42.8,8.65,8.65,2,2,43,10.5,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Myotis crypticus","male",42.0777862190652,1.44803355728197,41.1,41.1,6.9,6.9,1,1,39.3,8.5,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Myotis escalerai","male",42.0777862190652,1.44803355728197,39.15,39.15,6.075,6.075,4,4,39.5,5.4,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Pipistrellus pipistrellus","male",42.0777862190652,1.44803355728197,31,31,4.2,4.2,1,1,30.5,5.75,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Rhinolophus ferrumequinum","female",42.0777862190652,1.44803355728197,55.75,55.75,18.35,18.35,2,2,58.4,23.5,26.5191162109375,1998.03881835938,-2.29599609374998
54632,"Rhinolophus hipposideros","male",42.0777862190652,1.44803355728197,38,38,4.8,4.8,1,1,37,7,26.5191162109375,1998.03881835938,-2.29599609374998
54634,"Myotis escalerai","male",42.1067103979031,1.66659255248754,38.775,38.775,5.99166666666667,5.99166666666667,12,12,39.5,5.4,23.0808349609375,2307.68432617188,-4.64238281249999
54634,"Rhinolophus ferrumequinum","female",42.1067103979031,1.66659255248754,56.3,56.3,19.8,19.8,1,1,58.4,23.5,23.0808349609375,2307.68432617188,-4.64238281249999
54634,"Rhinolophus ferrumequinum","male",42.1067103979031,1.66659255248754,56.44,56.44,19.16,19.16,10,10,58.4,23.5,23.0808349609375,2307.68432617188,-4.64238281249999
54634,"Rhinolophus hipposideros","female",42.1067103979031,1.66659255248754,38.04,38.04,6.18,6.18,5,5,37,7,23.0808349609375,2307.68432617188,-4.64238281249999
54634,"Rhinolophus hipposideros","male",42.1067103979031,1.66659255248754,36.725,36.725,4.675,4.675,4,4,37,7,23.0808349609375,2307.68432617188,-4.64238281249999
54635,"Myotis escalerai","male",42.1208923415632,1.7759641161787,39.3,39.3,6.3,6.3,1,1,39.5,5.4,21.910791015625,2627.849609375,-5.41000976562498
54635,"Rhinolophus ferrumequinum","female",42.1208923415632,1.7759641161787,57,57,19.3,19.3,1,1,58.4,23.5,21.910791015625,2627.849609375,-5.41000976562498
54636,"Myotis escalerai","male",42.1348873572893,1.88539606289085,39.56,39.56,6.01,6.01,10,10,39.5,5.4,24.29599609375,2461.1953125,-3.00712890624999
54636,"Rhinolophus ferrumequinum","female",42.1348873572893,1.88539606289085,58.4,58.4,20.8,20.8,1,1,58.4,23.5,24.29599609375,2461.1953125,-3.00712890624999
54636,"Rhinolophus ferrumequinum","male",42.1348873572893,1.88539606289085,56.9,56.9,20.1,20.1,1,1,58.4,23.5,24.29599609375,2461.1953125,-3.00712890624999
54636,"Rhinolophus hipposideros","female",42.1348873572893,1.88539606289085,38.3,38.3,6.4,6.4,1,1,37,7,24.29599609375,2461.1953125,-3.00712890624999
54636,"Rhinolophus hipposideros","male",42.1348873572893,1.88539606289085,36.8,36.8,4.7,4.7,1,1,37,7,24.29599609375,2461.1953125,-3.00712890624999
54637,"Myotis escalerai","male",42.1486953238601,1.99488764358329,39.4,39.4,6.3,6.3,1,1,39.5,5.4,24.5679443359375,2500.556640625,-2.35305175781247
54637,"Rhinolophus ferrumequinum","female",42.1486953238601,1.99488764358329,55.9,55.9,24.85,24.85,2,2,58.4,23.5,24.5679443359375,2500.556640625,-2.35305175781247
54637,"Rhinolophus ferrumequinum","male",42.1486953238601,1.99488764358329,56.4,56.4,20.8,20.8,2,2,58.4,23.5,24.5679443359375,2500.556640625,-2.35305175781247
54637,"Rhinolophus hipposideros","female",42.1486953238601,1.99488764358329,38.4,38.4,4.7,4.7,1,1,37,7,24.5679443359375,2500.556640625,-2.35305175781247
54637,"Rhinolophus hipposideros","male",42.1486953238601,1.99488764358329,36.9,36.9,4.4,4.4,1,1,37,7,24.5679443359375,2500.556640625,-2.35305175781247
54638,"Barbastella barbastellus","female",42.1623161214624,2.10443810666531,39.9,39.9,7.9,7.9,1,1,39,9.5,24.696337890625,2613.23266601562,-1.4566650390625
54638,"Myotis crypticus","male",42.1623161214624,2.10443810666531,39.7,39.7,6.5,6.5,2,2,39.3,8.5,24.696337890625,2613.23266601562,-1.4566650390625
54638,"Myotis emarginatus","female",42.1623161214624,2.10443810666531,40,40,8.8,8.8,1,1,40.4,13,24.696337890625,2613.23266601562,-1.4566650390625
54638,"Pipistrellus kuhlii","male",42.1623161214624,2.10443810666531,34.3,34.3,5.4,5.4,3,3,33.8,7.5,24.696337890625,2613.23266601562,-1.4566650390625
54638,"Pipistrellus pipistrellus","female",42.1623161214624,2.10443810666531,31.62,31.62,4.52,4.52,5,5,30.5,5.75,24.696337890625,2613.23266601562,-1.4566650390625
54638,"Pipistrellus pipistrellus","male",42.1623161214624,2.10443810666531,29.3,29.3,4.3,4.3,1,1,30.5,5.75,24.696337890625,2613.23266601562,-1.4566650390625
54639,"Barbastella barbastellus","female",42.1757496318094,2.21404669802496,41.8,41.8,12,12,1,1,39,9.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Barbastella barbastellus","male",42.1757496318094,2.21404669802496,39,39,7.5,7.5,1,1,39,9.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Myotis bechsteinii","male",42.1757496318094,2.21404669802496,43.02,43.02,8.64,8.64,5,5,43,10.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Myotis crypticus","male",42.1757496318094,2.21404669802496,39.6333333333333,39.6333333333333,6.8,6.8,3,3,39.3,8.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Myotis emarginatus","male",42.1757496318094,2.21404669802496,38.67,38.67,7.26,7.26,10,10,40.4,13,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Myotis mystacinus","female",42.1757496318094,2.21404669802496,33.3,33.3,4.5,4.5,1,1,34,5.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Pipistrellus pipistrellus","male",42.1757496318094,2.21404669802496,30.8222222222222,30.8222222222222,4.15555555555556,4.15555555555556,9,9,30.5,5.75,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Plecotus auritus","female",42.1757496318094,2.21404669802496,42,42,7.7,7.7,1,1,39,7.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Plecotus auritus","male",42.1757496318094,2.21404669802496,40.2,40.2,7.65,7.65,2,2,39,7.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Rhinolophus ferrumequinum","female",42.1757496318094,2.21404669802496,56.5666666666667,56.5666666666667,19.8333333333333,19.8333333333333,3,3,58.4,23.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Rhinolophus ferrumequinum","male",42.1757496318094,2.21404669802496,56.98,56.98,19.48,19.48,5,5,58.4,23.5,24.2936767578125,2812.51220703125,-1.54594726562499
54639,"Rhinolophus hipposideros","male",42.1757496318094,2.21404669802496,37.26,37.26,4.44,4.44,5,5,37,7,24.2936767578125,2812.51220703125,-1.54594726562499
54640,"Myotis mystacinus","female",42.1889957380392,2.32371266102558,34.35,34.35,5.3,5.3,4,4,34,5.5,23.7804443359375,3246.76489257812,-1.8809814453125
54640,"Myotis mystacinus","male",42.1889957380392,2.32371266102558,33,33,4.2,4.2,1,1,34,5.5,23.7804443359375,3246.76489257812,-1.8809814453125
54640,"Pipistrellus pipistrellus","female",42.1889957380392,2.32371266102558,31.3733333333333,31.3733333333333,4.88,4.88,15,15,30.5,5.75,23.7804443359375,3246.76489257812,-1.8809814453125
54640,"Pipistrellus pipistrellus","male",42.1889957380392,2.32371266102558,30.3125,30.3125,3.975,3.975,8,8,30.5,5.75,23.7804443359375,3246.76489257812,-1.8809814453125
54641,"Myotis alcathoe","female",42.2020543248004,2.43343523659305,31.95,31.95,4.6,4.6,2,2,32,4.5,25.2782470703125,2720.7666015625,-0.459179687499955
54641,"Myotis emarginatus","male",42.2020543248004,2.43343523659305,40.1,40.1,7.8,7.8,1,1,40.4,13,25.2782470703125,2720.7666015625,-0.459179687499955
54641,"Myotis mystacinus","female",42.2020543248004,2.43343523659305,32.3,32.3,4.6,4.6,1,1,34,5.5,25.2782470703125,2720.7666015625,-0.459179687499955
54641,"Myotis mystacinus","male",42.2020543248004,2.43343523659305,32.7,32.7,4.3,4.3,1,1,34,5.5,25.2782470703125,2720.7666015625,-0.459179687499955
54641,"Pipistrellus pipistrellus","female",42.2020543248004,2.43343523659305,31.35,31.35,4.4,4.4,2,2,30.5,5.75,25.2782470703125,2720.7666015625,-0.459179687499955
54641,"Pipistrellus pipistrellus","male",42.2020543248004,2.43343523659305,30.9,30.9,4,4,1,1,30.5,5.75,25.2782470703125,2720.7666015625,-0.459179687499955
54641,"Rhinolophus ferrumequinum","male",42.2020543248004,2.43343523659305,55,55,17,17,1,1,58.4,23.5,25.2782470703125,2720.7666015625,-0.459179687499955
54642,"Barbastella barbastellus","female",42.2149252782262,2.54321366316708,40.6666666666667,40.6666666666667,9.1,9.1,3,3,39,9.5,26.2078125,2521.26025390625,0.361157226562511
54642,"Barbastella barbastellus","male",42.2149252782262,2.54321366316708,38.9,38.9,7.2,7.2,2,2,39,9.5,26.2078125,2521.26025390625,0.361157226562511
54642,"Myotis alcathoe","male",42.2149252782262,2.54321366316708,32.5,32.5,4.3,4.3,1,1,32,4.5,26.2078125,2521.26025390625,0.361157226562511
54642,"Myotis emarginatus","male",42.2149252782262,2.54321366316708,39.85,39.85,7.65,7.65,2,2,40.4,13,26.2078125,2521.26025390625,0.361157226562511
54642,"Pipistrellus kuhlii","female",42.2149252782262,2.54321366316708,34,34,5.4,5.4,1,1,33.8,7.5,26.2078125,2521.26025390625,0.361157226562511
54642,"Pipistrellus kuhlii","male",42.2149252782262,2.54321366316708,32.5,32.5,5.4,5.4,1,1,33.8,7.5,26.2078125,2521.26025390625,0.361157226562511
54642,"Pipistrellus pipistrellus","female",42.2149252782262,2.54321366316708,31.3166666666667,31.3166666666667,4.2,4.2,6,6,30.5,5.75,26.2078125,2521.26025390625,0.361157226562511
54642,"Pipistrellus pipistrellus","male",42.2149252782262,2.54321366316708,30.15,30.15,3.95,3.95,2,2,30.5,5.75,26.2078125,2521.26025390625,0.361157226562511
54642,"Rhinolophus hipposideros","female",42.2149252782262,2.54321366316708,38.3,38.3,5,5,1,1,37,7,26.2078125,2521.26025390625,0.361157226562511
54642,"Rhinolophus hipposideros","male",42.2149252782262,2.54321366316708,36.15,36.15,4.2,4.2,4,4,37,7,26.2078125,2521.26025390625,0.361157226562511
54643,"Eptesicus serotinus","male",42.2276084859408,2.6530471767939,54.5,54.5,18.8,18.8,1,1,53,21.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Hypsugo savii","female",42.2276084859408,2.6530471767939,35.4,35.4,8.4,8.4,1,1,34.5,7,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis alcathoe","female",42.2276084859408,2.6530471767939,32.95,32.95,4.8,4.8,2,2,32,4.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis alcathoe","male",42.2276084859408,2.6530471767939,31.525,31.525,4.625,4.625,4,4,32,4.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis bechsteinii","female",42.2276084859408,2.6530471767939,43.45,43.45,10.04,10.04,10,10,43,10.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis bechsteinii","male",42.2276084859408,2.6530471767939,41.8,41.8,8.42857142857143,8.42857142857143,35,35,43,10.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis crypticus","female",42.2276084859408,2.6530471767939,41.15,41.15,6.5,6.5,4,4,39.3,8.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis crypticus","male",42.2276084859408,2.6530471767939,39.6058823529412,39.6058823529412,6.68529411764706,6.68529411764706,34,34,39.3,8.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis emarginatus","female",42.2276084859408,2.6530471767939,40.54,40.54,9.02,9.02,10,10,40.4,13,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis emarginatus","male",42.2276084859408,2.6530471767939,38.9451219512195,38.9451219512195,7.4219512195122,7.4219512195122,82,82,40.4,13,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis escalerai","female",42.2276084859408,2.6530471767939,39.2,39.2,5.73333333333333,5.73333333333333,3,3,39.5,5.4,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis escalerai","male",42.2276084859408,2.6530471767939,39.2531914893617,39.2531914893617,5.61702127659574,5.61702127659574,47,47,39.5,5.4,26.537109375,2410.86279296875,0.672412109375045
54643,"Myotis mystacinus","female",42.2276084859408,2.6530471767939,33.7,33.7,4,4,1,1,34,5.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Pipistrellus kuhlii","female",42.2276084859408,2.6530471767939,34,34,7.9,7.9,1,1,33.8,7.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Pipistrellus pipistrellus","female",42.2276084859408,2.6530471767939,31.4,31.4,4.6,4.6,3,3,30.5,5.75,26.537109375,2410.86279296875,0.672412109375045
54643,"Rhinolophus euryale","male",42.2276084859408,2.6530471767939,48.5,48.5,14.8,14.8,1,1,46,16,26.537109375,2410.86279296875,0.672412109375045
54643,"Rhinolophus ferrumequinum","female",42.2276084859408,2.6530471767939,56.55,56.55,19.025,19.025,4,4,58.4,23.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Rhinolophus ferrumequinum","male",42.2276084859408,2.6530471767939,56.46,56.46,17.98,17.98,5,5,58.4,23.5,26.537109375,2410.86279296875,0.672412109375045
54643,"Rhinolophus hipposideros","female",42.2276084859408,2.6530471767939,38.0571428571429,38.0571428571429,5.22857142857143,5.22857142857143,7,7,37,7,26.537109375,2410.86279296875,0.672412109375045
54643,"Rhinolophus hipposideros","male",42.2276084859408,2.6530471767939,36.3,36.3,4.44444444444444,4.44444444444444,9,9,37,7,26.537109375,2410.86279296875,0.672412109375045
54644,"Rhinolophus ferrumequinum","female",42.2401038370899,2.76293501114173,55.8,55.8,16.4,16.4,1,1,58.4,23.5,27.4146484375,2036.35681152344,1.56730957031255
54648,"Eptesicus serotinus","male",42.2882045115147,3.20301414696413,53.45,53.45,19.6,19.6,4,4,53,21.5,24.567724609375,1088.30236816406,7.9886474609375
54648,"Hypsugo savii","female",42.2882045115147,3.20301414696413,32.8,32.8,7.7,7.7,1,1,34.5,7,24.567724609375,1088.30236816406,7.9886474609375
54648,"Hypsugo savii","male",42.2882045115147,3.20301414696413,33.4846153846154,33.4846153846154,6.68846153846154,6.68846153846154,26,26,34.5,7,24.567724609375,1088.30236816406,7.9886474609375
54648,"Myotis crypticus","female",42.2882045115147,3.20301414696413,41.9,41.9,6.7,6.7,1,1,39.3,8.5,24.567724609375,1088.30236816406,7.9886474609375
54648,"Myotis escalerai","male",42.2882045115147,3.20301414696413,37.9,37.9,5.9,5.9,1,1,39.5,5.4,24.567724609375,1088.30236816406,7.9886474609375
54648,"Pipistrellus pipistrellus","female",42.2882045115147,3.20301414696413,31.3816326530612,31.3816326530612,4.58163265306122,4.58163265306122,49,49,30.5,5.75,24.567724609375,1088.30236816406,7.9886474609375
54648,"Pipistrellus pipistrellus","male",42.2882045115147,3.20301414696413,30.5533333333333,30.5533333333333,4.24148148148148,4.24148148148148,135,135,30.5,5.75,24.567724609375,1088.30236816406,7.9886474609375
54648,"Plecotus austriacus","female",42.2882045115147,3.20301414696413,41.1752577319588,41.1752577319588,8.57319587628866,8.57319587628866,97,97,40,8,24.567724609375,1088.30236816406,7.9886474609375
54648,"Plecotus austriacus","male",42.2882045115147,3.20301414696413,40.1424,40.1424,7.9968,7.9968,125,125,40,8,24.567724609375,1088.30236816406,7.9886474609375
54698,"Barbastella barbastellus","female",42.5222972633565,13.9981035718519,41.4139130434783,41.4139130434783,8.36521739130435,8.36521739130435,23,23,39,9.5,27.624609375,1610.16430664062,1.97590332031251
54698,"Barbastella barbastellus","male",42.5222972633565,13.9981035718519,39.6,39.6,7.7,7.7,1,1,39,9.5,27.624609375,1610.16430664062,1.97590332031251
54698,"Myotis crypticus","female",42.5222972633565,13.9981035718519,40.6,40.6,7.1,7.1,1,1,39.3,8.5,27.624609375,1610.16430664062,1.97590332031251
54698,"Myotis crypticus","male",42.5222972633565,13.9981035718519,37.8,37.8,5.3,5.3,1,1,39.3,8.5,27.624609375,1610.16430664062,1.97590332031251
54698,"Myotis mystacinus","female",42.5222972633565,13.9981035718519,35.3,35.3,5.2,5.2,1,1,34,5.5,27.624609375,1610.16430664062,1.97590332031251
54698,"Myotis nattereri","female",42.5222972633565,13.9981035718519,40.6,40.6,7.1,7.1,1,1,39,8.5,27.624609375,1610.16430664062,1.97590332031251
55032,"Myotis escalerai","male",39.9608990316328,-8.58357744820928,37.95,37.95,5.5,5.5,1,1,39.5,5.4,27.2593994140625,894.142517089844,4.77211914062502
55032,"Plecotus auritus","male",39.9608990316328,-8.58357744820928,38.8,38.8,6.25,6.25,1,1,39,7.5,27.2593994140625,894.142517089844,4.77211914062502
55120,"Hypsugo savii","female",42.067911157596,0.667214697778258,34.1,34.1,7.35,7.35,4,4,34.5,7,27.8485595703125,1319.26501464844,-1.95493164062498
55120,"Hypsugo savii","male",42.067911157596,0.667214697778258,32.9,32.9,5.35,5.35,2,2,34.5,7,27.8485595703125,1319.26501464844,-1.95493164062498
55120,"Pipistrellus pipistrellus","female",42.067911157596,0.667214697778258,30.7,30.7,3.7,3.7,1,1,30.5,5.75,27.8485595703125,1319.26501464844,-1.95493164062498
55120,"Pipistrellus pipistrellus","male",42.067911157596,0.667214697778258,29.7,29.7,3.6,3.6,1,1,30.5,5.75,27.8485595703125,1319.26501464844,-1.95493164062498
55120,"Plecotus austriacus","male",42.067911157596,0.667214697778258,41.6,41.6,8.2,8.2,1,1,40,8,27.8485595703125,1319.26501464844,-1.95493164062498
55120,"Rhinolophus ferrumequinum","female",42.067911157596,0.667214697778258,55.9,55.9,17.7,17.7,1,1,58.4,23.5,27.8485595703125,1319.26501464844,-1.95493164062498
55121,"Barbastella barbastellus","female",42.0837936751572,0.77621099602525,40.2875,40.2875,8.1,8.1,8,8,39,9.5,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Barbastella barbastellus","male",42.0837936751572,0.77621099602525,39.32,39.32,7.67,7.67,10,10,39,9.5,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Eptesicus serotinus","male",42.0837936751572,0.77621099602525,51.6666666666667,51.6666666666667,22.8,22.8,3,3,53,21.5,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Myotis bechsteinii","male",42.0837936751572,0.77621099602525,42.06,42.06,8.12,8.12,5,5,43,10.5,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Myotis crypticus","female",42.0837936751572,0.77621099602525,41.42,41.42,6.48,6.48,5,5,39.3,8.5,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Myotis crypticus","male",42.0837936751572,0.77621099602525,40.7348837209302,40.7348837209302,6.27906976744186,6.27906976744186,43,43,39.3,8.5,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Myotis emarginatus","male",42.0837936751572,0.77621099602525,39.6625,39.6625,7.8,7.8,8,8,40.4,13,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Myotis escalerai","male",42.0837936751572,0.77621099602525,39.2533333333333,39.2533333333333,5.83333333333333,5.83333333333333,15,15,39.5,5.4,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Pipistrellus pipistrellus","male",42.0837936751572,0.77621099602525,31.22,31.22,3.98,3.98,5,5,30.5,5.75,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Plecotus austriacus","female",42.0837936751572,0.77621099602525,41.05,41.05,8.4,8.4,2,2,40,8,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Plecotus austriacus","male",42.0837936751572,0.77621099602525,40.62,40.62,8.06,8.06,5,5,40,8,26.428076171875,1508.20837402344,-2.71403808593749
55121,"Rhinolophus hipposideros","female",42.0837936751572,0.77621099602525,37.65,37.65,5,5,2,2,37,7,26.428076171875,1508.20837402344,-2.71403808593749
55122,"Hypsugo savii","female",42.0994901594136,0.885274678790682,35.65,35.65,7.96666666666667,7.96666666666667,6,6,34.5,7,27.565380859375,1509.07470703125,-1.98630371093748
55122,"Myotis crypticus","male",42.0994901594136,0.885274678790682,41.5,41.5,7.3,7.3,1,1,39.3,8.5,27.565380859375,1509.07470703125,-1.98630371093748
55122,"Myotis escalerai","male",42.0994901594136,0.885274678790682,39.6,39.6,5.7,5.7,1,1,39.5,5.4,27.565380859375,1509.07470703125,-1.98630371093748
55122,"Pipistrellus kuhlii","female",42.0994901594136,0.885274678790682,35.6,35.6,6.95,6.95,2,2,33.8,7.5,27.565380859375,1509.07470703125,-1.98630371093748
55122,"Plecotus austriacus","male",42.0994901594136,0.885274678790682,39.7,39.7,8,8,1,1,40,8,27.565380859375,1509.07470703125,-1.98630371093748
55122,"Rhinolophus hipposideros","male",42.0994901594136,0.885274678790682,36.7,36.7,5.5,5.5,1,1,37,7,27.565380859375,1509.07470703125,-1.98630371093748
55129,"Eptesicus serotinus","female",42.2041454614189,1.65054567131771,54,54,25,25,1,1,53,21.5,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Eptesicus serotinus","male",42.2041454614189,1.65054567131771,51.9466666666667,51.9466666666667,20.08,20.08,15,15,53,21.5,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Hypsugo savii","female",42.2041454614189,1.65054567131771,34.3409090909091,34.3409090909091,8.40909090909091,8.40909090909091,22,22,34.5,7,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Hypsugo savii","male",42.2041454614189,1.65054567131771,33.6017543859649,33.6017543859649,7.54853801169591,7.54853801169591,171,171,34.5,7,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Myotis crypticus","male",42.2041454614189,1.65054567131771,41.15,41.15,7.4,7.4,2,2,39.3,8.5,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Pipistrellus kuhlii","female",42.2041454614189,1.65054567131771,34.69,34.69,7.04,7.04,10,10,33.8,7.5,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Pipistrellus kuhlii","male",42.2041454614189,1.65054567131771,34.0666666666667,34.0666666666667,6.66666666666667,6.66666666666667,3,3,33.8,7.5,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Pipistrellus pipistrellus","female",42.2041454614189,1.65054567131771,31.3538461538462,31.3538461538462,4.92307692307692,4.92307692307692,13,13,30.5,5.75,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Pipistrellus pipistrellus","male",42.2041454614189,1.65054567131771,30.5028571428571,30.5028571428571,4.51714285714286,4.51714285714286,35,35,30.5,5.75,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Plecotus auritus","female",42.2041454614189,1.65054567131771,40.5,40.5,7.98,7.98,5,5,39,7.5,20.3236328125,2465.73559570312,-6.99638671874999
55129,"Plecotus auritus","male",42.2041454614189,1.65054567131771,38.8,38.8,7.7,7.7,2,2,39,7.5,20.3236328125,2465.73559570312,-6.99638671874999
