"pred","se","ci.lb","ci.ub","pi.lb","pi.ub","X.intrcpt","X.log10.bm.","cor","cor_ci.lb","cor_ci.ub"
-0.0863249007733928,0.151661042722636,-0.383575082367549,0.210925280820763,-0.595751343650454,0.423101542103668,1,0.653212513775344,-0.0861111073029559,-0.365808189936807,0.207851976200781
-0.0866367305723324,0.151364192871395,-0.383305097149241,0.210031636004576,-0.595723903826607,0.422450442681942,1,0.655044169133288,-0.0864206165246669,-0.365574309868101,0.206996780403321
-0.0869472507374007,0.151069633136738,-0.383038290843086,0.209143789368285,-0.595698205798404,0.421803704323603,1,0.656868131839968,-0.0867288092823883,-0.365343138235191,0.206146819940548
-0.0872564722231003,0.150777346072395,-0.382774640209526,0.208261695763325,-0.595674231408074,0.421161286961873,1,0.658684466240975,-0.087035696599201,-0.36511465652768,0.205302058843576
-0.0875644058470619,0.150487314436011,-0.382514122271797,0.207385310577673,-0.595651962734306,0.420523151040182,1,0.660493235877933,-0.0873412893606134,-0.364888846427086,0.204462461511976
-0.0878710622923147,0.150199521185666,-0.382256714311381,0.206514589726751,-0.595631382088286,0.419889257503657,1,0.662294503501828,-0.0876455983168402,-0.364665689803629,0.20362799270819
-0.0881764521095108,0.149913949476465,-0.38200239386354,0.205649489644519,-0.595612472009812,0.419259567790791,1,0.664088331086077,-0.0879486340850336,-0.364445168713075,0.202798617552037
-0.0884805857191026,0.1496305826572,-0.381751138712957,0.204789967274752,-0.595595215263487,0.418634043825282,1,0.665874779839321,-0.0882504071514688,-0.364227265393651,0.20197430151533
-0.088783473413477,0.149349404267076,-0.381502926889459,0.203935980062505,-0.595579594834995,0.418012648008041,1,0.667653910217954,-0.0885509278736852,-0.36401196226302,0.201155010416595
-0.0890851253590451,0.149070398032519,-0.381257736663832,0.203087485945742,-0.595565593927454,0.417395343209364,1,0.669425781938402,-0.0888502064825832,-0.363799241915318,0.200340710415888
-0.0893855515982896,0.148793547864033,-0.381015546543731,0.202244443347152,-0.595553195957839,0.416782092761259,1,0.671190453989151,-0.0891482530844794,-0.363589087118256,0.199531368009706
-0.089684762051771,0.148518837853136,-0.380776335269661,0.201406811166119,-0.595542384553481,0.416172860449939,1,0.672947984642526,-0.0894450776631199,-0.363381480810272,0.198726950026
-0.0899827665200933,0.148246252269347,-0.380540081811052,0.200574548770866,-0.595533143548641,0.415567610508454,1,0.674698431466243,-0.0897406900816526,-0.36317640609775,0.197927423619276
-0.0902795746858304,0.147975775557247,-0.380306765362416,0.199747615990755,-0.595525456981143,0.414966307609483,1,0.676441851334718,-0.0900351000845612,-0.362973846252286,0.197132756265785
-0.0905751961154131,0.147707392333587,-0.380076365339572,0.198925973108746,-0.595519309089088,0.414368916858262,1,0.678178300440159,-0.090328317299559,-0.362773784708018,0.19634291575881
-0.0908696402609803,0.147441087384468,-0.379848861375961,0.198109580854,-0.595514684307623,0.413775403785662,1,0.679907834303432,-0.0906203512394468,-0.362576205059002,0.195557870204034
-0.0911629164621915,0.147176845662566,-0.379624233319031,0.197298400394648,-0.595511567265778,0.413185734341395,1,0.681630507784711,-0.0909112113039325,-0.362381091056646,0.194777588014989
-0.0914550339480047,0.14691465228442,-0.379402461226693,0.196492393330683,-0.595509942783374,0.412599874887364,1,0.683346375093925,-0.0912009067814159,-0.362188426607191,0.194002037908602
-0.0917460018384192,0.146654492527774,-0.379183525363855,0.195691521687017,-0.595509795867974,0.412017792191136,1,0.685055489800986,-0.0914894468507379,-0.361998195769244,0.193231188900808
-0.0920358291461838,0.146396351828972,-0.378967406199023,0.194895747906656,-0.595511111711919,0.411439453419551,1,0.68675790484583,-0.0917768405828955,-0.361810382751361,0.192465010302252
-0.092324524778472,0.146140215780402,-0.378754084400972,0.194105034844028,-0.595513875689395,0.410864826132451,1,0.688453672548257,-0.0920630969427234,-0.361624971909676,0.191703471714065
-0.0926120975385248,0.145886070127996,-0.378543540835481,0.193319345758431,-0.595518073353584,0.410293878276535,1,0.690142844617574,-0.0923482247905435,-0.361441947745578,0.190946543023718
-0.0928985561272608,0.145633900768774,-0.378335756562137,0.192538644307616,-0.59552369043385,0.409726578179328,1,0.691825472162061,-0.0926322328837815,-0.361261294903433,0.19019419440095
-0.0931839091448564,0.145383693748443,-0.378130712831205,0.191762894541492,-0.595530712832989,0.409162894543276,1,0.693501605698246,-0.0929151298785534,-0.361082998168349,0.189446396293771
-0.093468165092295,0.145135435259038,-0.377928391080555,0.190992060895965,-0.595539126624536,0.408602796439946,1,0.695171295160011,-0.0931969243312205,-0.360907042463991,0.188703119424534
-0.0937513323728861,0.144889111636614,-0.377728772932653,0.19022610818688,-0.595548918050112,0.40804625330434,1,0.696834589907508,-0.0934776246999157,-0.360733412850431,0.187964334786081
-0.0940334192937567,0.144644709358976,-0.377531840191613,0.189465001604099,-0.595560073516834,0.407493234929321,1,0.698491538735925,-0.0937572393460402,-0.360562094522044,0.187230013637953
-0.0943144340673126,0.144402215043462,-0.377337574840306,0.18870870670568,-0.595572579594771,0.406943711460145,1,0.70014218988407,-0.0940357765357317,-0.360393072805445,0.186500127502673
-0.0945943848126742,0.144161615444765,-0.377145959037527,0.187957189412179,-0.59558642301444,0.406397653389091,1,0.701786591042797,-0.0943132444413051,-0.360226333157464,0.185774648162087
-0.0948732795570829,0.143922897452798,-0.376956975115218,0.187210416001052,-0.595601590664365,0.405855031550199,1,0.703424789363278,-0.0945896511426661,-0.360061861163163,0.185053547653782
